TE0,TE1,TL0,TL1,TimeSyncsReceived,EmotiBitStartTime, EmotiBitEndTime, DataParserVersion
431050.000000,1281105.000000,1752701154.461277,1752702004.518015,175,396529,1.30045e+06,1.11.4
