LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,BI
1752794194.493212,574901,27719,1,BI,1,100,640
1752794195.093214,575501,27822,1,BI,1,100,600
1752794195.693215,576101,27921,1,BI,1,100,600
1752794196.426218,576834,28028,1,BI,1,100,720
1752794196.946219,577354,28114,1,BI,1,100,520
1752794197.506221,577914,28214,1,BI,1,100,560
1752794198.106223,578514,28319,1,BI,1,100,600
1752794198.706225,579114,28420,1,BI,1,100,600
1752794199.306227,579714,28509,1,BI,1,100,600
1752794199.906228,580314,28613,1,BI,1,100,600
1752794200.466230,580874,28712,1,BI,1,100,560
1752794201.039232,581447,28824,1,BI,1,100,560
1752794201.639234,582047,28910,1,BI,1,100,600
1752794202.279236,582687,29030,1,BI,1,100,640
1752794202.839237,583247,29113,1,BI,1,100,560
1752794203.399239,583807,29214,1,BI,1,100,560
1752794203.959241,584367,29303,1,BI,1,100,560
1752794204.599243,585007,29405,1,BI,1,100,640
1752794205.118244,585526,29506,1,BI,1,100,520
1752794205.692246,586100,29592,1,BI,1,100,560
1752794206.332248,586740,29718,1,BI,1,100,640
1752794206.812250,587220,29787,1,BI,1,100,480
1752794207.332251,587740,29870,1,BI,1,100,520
1752794208.771256,589179,30122,1,BI,1,100,1440
1752794210.945262,591353,30471,1,BI,1,100,2160
1752794211.505264,591913,30560,1,BI,1,100,560
1752794212.104266,592512,30659,1,BI,1,100,600
1752794212.664267,593072,30762,1,BI,1,100,560
1752794213.184269,593592,30847,1,BI,1,100,520
1752794213.784271,594192,30950,1,BI,1,100,600
1752794214.304272,594712,31035,1,BI,1,100,520
1752794214.984275,595392,31154,1,BI,1,100,680
1752794215.517276,595925,31240,1,BI,1,100,520
1752794216.117278,596525,31345,1,BI,1,100,600
1752794216.637280,597045,31436,1,BI,1,100,520
1752794217.157281,597565,31520,1,BI,1,100,520
1752794217.757283,598165,31623,1,BI,1,100,600
1752794218.317285,598725,31709,1,BI,1,100,560
1752794218.877287,599285,31811,1,BI,1,100,560
1752794219.437288,599845,31914,1,BI,1,100,560
1752794220.050290,600458,32017,1,BI,1,100,600
1752794220.650292,601058,32104,1,BI,1,100,600
1752794221.210294,601618,32210,1,BI,1,100,560
1752794221.770295,602178,32316,1,BI,1,100,560
1752794222.410297,602818,32421,1,BI,1,100,640
1752794222.970299,603378,32507,1,BI,1,100,560
1752794223.570301,603978,32607,1,BI,1,100,600
1752794224.170303,604578,32710,1,BI,1,100,600
1752794224.783305,605191,32811,1,BI,1,100,600
1752794225.383306,605791,32914,1,BI,1,100,600
1752794225.983308,606391,33018,1,BI,1,100,600
1752794226.623310,607031,33128,1,BI,1,100,640
1752794227.223312,607631,33215,1,BI,1,100,600
1752794227.823314,608231,33316,1,BI,1,100,600
1752794228.503316,608911,33436,1,BI,1,100,680
1752794229.103318,609511,33539,1,BI,1,100,600
1752794229.716320,610124,33642,1,BI,1,100,600
1752794230.316322,610724,33745,1,BI,1,100,600
1752794230.956324,611364,33850,1,BI,1,100,640
1752794231.596326,612004,33948,1,BI,1,100,640
1752794232.236327,612644,34056,1,BI,1,100,640
1752794232.836329,613244,34159,1,BI,1,100,600
1752794233.356331,613764,34243,1,BI,1,100,520
1752794233.969333,614377,34342,1,BI,1,100,600
1752794234.609335,615017,34463,1,BI,1,100,640
