TE0,TE1,TL0,TL1,TimeSyncsReceived,EmotiBitStartTime, EmotiBitEndTime, DataParserVersion
263497.000000,847169.000000,1752789296.378506,1752789880.052326,179,98082,1.01914e+06,1.11.4
