TE0,TE1,TL0,TL1,TimeSyncsReceived,EmotiBitStartTime, EmotiBitEndTime, DataParserVersion
230911.000000,814754.000000,1752787929.948658,1752788513.796471,182,75404,1.00797e+06,1.11.4
