LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,GY
1752174601.015254,212793.000,32819,3,GY,1,100,-9.247
1752174601.055254,212833.000,32819,3,GY,1,100,-6.287
1752174601.095254,212873.000,32836,2,GY,1,100,-2.228
1752174601.135254,212913.000,32836,2,GY,1,100,1.953
1752174601.175254,212953.000,32854,3,GY,1,100,4.456
1752174601.215254,212993.000,32854,3,GY,1,100,5.524
1752174601.255254,213033.000,32854,3,GY,1,100,4.517
1752174601.295254,213073.000,32869,2,GY,1,100,0.732
1752174601.335254,213113.000,32869,2,GY,1,100,-1.099
1752174601.375254,213153.000,32886,3,GY,1,100,-0.275
1752174601.415254,213193.000,32886,3,GY,1,100,0.061
1752174601.455254,213233.000,32886,3,GY,1,100,0.000
1752174601.495254,213273.000,32903,2,GY,1,100,0.732
1752174601.535254,213313.000,32903,2,GY,1,100,0.458
1752174601.575254,213353.000,32921,3,GY,1,100,0.122
1752174601.615254,213393.000,32921,3,GY,1,100,-0.305
1752174601.655254,213433.000,32921,3,GY,1,100,-0.885
1752174601.695254,213473.000,32937,2,GY,1,100,0.122
1752174601.735254,213513.000,32937,2,GY,1,100,1.404
1752174601.775254,213553.000,32953,3,GY,1,100,2.014
1752174601.815254,213593.000,32953,3,GY,1,100,3.754
1752174601.855254,213633.000,32953,3,GY,1,100,6.287
1752174601.895254,213673.000,32970,2,GY,1,100,6.012
1752174601.935254,213713.000,32970,2,GY,1,100,4.425
1752174601.975254,213753.000,32987,3,GY,1,100,2.960
1752174602.015254,213793.000,32987,3,GY,1,100,1.404
1752174602.055254,213833.000,32987,3,GY,1,100,1.007
1752174602.095254,213873.000,33005,2,GY,1,100,0.000
1752174602.135254,213913.000,33005,2,GY,1,100,-0.183
1752174602.174921,213952.667,33022,3,GY,1,100,-0.092
1752174602.214588,213992.333,33022,3,GY,1,100,-0.031
1752174602.254254,214032.000,33022,3,GY,1,100,0.458
1752174602.294754,214072.500,33039,2,GY,1,100,0.580
1752174602.335254,214113.000,33039,2,GY,1,100,0.488
1752174602.375254,214153.000,33056,3,GY,1,100,0.000
