LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,MX
1752780454.704453,445131.000,6279,2,MX,1,100,-66
1752780454.744453,445171.000,6279,2,MX,1,100,-66
1752780454.784453,445211.000,6297,3,MX,1,100,-66
1752780454.824454,445251.000,6297,3,MX,1,100,-66
1752780454.864454,445291.000,6297,3,MX,1,100,-66
1752780454.904454,445331.000,6315,2,MX,1,100,-65
1752780454.944454,445371.000,6315,2,MX,1,100,-66
1752780454.984454,445411.000,6334,3,MX,1,100,-65
1752780455.024455,445451.000,6334,3,MX,1,100,-66
1752780455.064455,445491.000,6334,3,MX,1,100,-66
1752780455.104455,445531.000,6349,2,MX,1,100,-65
1752780455.144455,445571.000,6349,2,MX,1,100,-66
1752780455.184455,445611.000,6366,3,MX,1,100,-66
1752780455.224456,445651.000,6366,3,MX,1,100,-66
1752780455.264456,445691.000,6366,3,MX,1,100,-66
1752780455.304456,445731.000,6382,3,MX,1,100,-66
1752780455.344456,445771.000,6382,3,MX,1,100,-66
1752780455.384457,445811.000,6382,3,MX,1,100,-65
1752780455.424457,445851.000,6400,2,MX,1,100,-66
1752780455.464457,445891.000,6400,2,MX,1,100,-65
1752780455.504457,445931.000,6416,2,MX,1,100,-66
1752780455.544457,445971.000,6416,2,MX,1,100,-65
1752780455.584458,446011.000,6433,3,MX,1,100,-66
1752780455.624458,446051.000,6433,3,MX,1,100,-66
1752780455.664458,446091.000,6433,3,MX,1,100,-66
1752780455.704458,446131.000,6449,3,MX,1,100,-66
1752780455.744459,446171.000,6449,3,MX,1,100,-66
1752780455.784459,446211.000,6449,3,MX,1,100,-66
1752780455.824459,446251.000,6467,2,MX,1,100,-67
1752780455.864459,446291.000,6467,2,MX,1,100,-65
1752780455.904459,446331.000,6484,3,MX,1,100,-65
1752780455.944460,446371.000,6484,3,MX,1,100,-66
1752780455.984460,446411.000,6484,3,MX,1,100,-65
1752780456.024460,446451.000,6500,2,MX,1,100,-65
1752780456.064460,446491.000,6500,2,MX,1,100,-65
1752780456.104461,446531.000,6519,3,MX,1,100,-66
1752780456.144461,446571.000,6519,3,MX,1,100,-66
1752780456.184461,446611.000,6519,3,MX,1,100,-66
1752780456.224461,446651.000,6536,2,MX,1,100,-66
1752780456.264461,446691.000,6536,2,MX,1,100,-66
1752780456.299795,446726.333,6551,3,MX,1,100,-66
1752780456.335128,446761.667,6551,3,MX,1,100,-67
1752780456.370462,446797.000,6551,3,MX,1,100,-65
1752780456.410462,446837.000,6568,3,MX,1,100,-65
1752780456.450462,446877.000,6568,3,MX,1,100,-67
1752780456.490463,446917.000,6568,3,MX,1,100,-67
1752780456.530463,446957.000,6586,2,MX,1,100,-66
1752780456.570463,446997.000,6586,2,MX,1,100,-66
1752780456.610463,447037.000,6603,3,MX,1,100,-66
1752780456.650464,447077.000,6603,3,MX,1,100,-66
1752780456.690464,447117.000,6603,3,MX,1,100,-66
1752780456.730964,447157.500,6622,2,MX,1,100,-66
1752780456.771464,447198.000,6622,2,MX,1,100,-66
1752780456.811464,447238.000,6639,3,MX,1,100,-65
1752780456.851465,447278.000,6639,3,MX,1,100,-66
1752780456.891465,447318.000,6639,3,MX,1,100,-66
1752780456.930965,447357.500,6655,2,MX,1,100,-67
1752780456.970465,447397.000,6655,2,MX,1,100,-65
1752780457.010465,447437.000,6672,3,MX,1,100,-65
1752780457.050466,447477.000,6672,3,MX,1,100,-66
1752780457.090466,447517.000,6672,3,MX,1,100,-66
1752780457.130466,447557.000,6691,2,MX,1,100,-66
1752780457.170466,447597.000,6691,2,MX,1,100,-67
1752780457.210467,447637.000,6706,3,MX,1,100,-66
1752780457.250467,447677.000,6706,3,MX,1,100,-66
1752780457.290467,447717.000,6706,3,MX,1,100,-66
1752780457.330467,447757.000,6724,3,MX,1,100,-66
1752780457.370467,447797.000,6724,3,MX,1,100,-65
1752780457.410468,447837.000,6724,3,MX,1,100,-67
1752780457.450468,447877.000,6749,2,MX,1,100,-66
1752780457.490468,447917.000,6749,2,MX,1,100,-66
1752780457.530468,447957.000,6769,3,MX,1,100,-66
1752780457.570469,447997.000,6769,3,MX,1,100,-64
1752780457.610469,448037.000,6769,3,MX,1,100,-66
1752780457.650469,448077.000,6784,2,MX,1,100,-66
1752780457.690469,448117.000,6784,2,MX,1,100,-66
1752780457.730469,448157.000,6801,3,MX,1,100,-66
1752780457.770470,448197.000,6801,3,MX,1,100,-66
1752780457.810470,448237.000,6801,3,MX,1,100,-66
1752780457.850470,448277.000,6818,2,MX,1,100,-65
1752780457.890470,448317.000,6818,2,MX,1,100,-66
1752780457.930804,448357.333,6834,3,MX,1,100,-66
1752780457.971137,448397.667,6834,3,MX,1,100,-66
1752780458.011471,448438.000,6834,3,MX,1,100,-66
1752780458.051471,448478.000,6851,2,MX,1,100,-67
1752780458.091471,448518.000,6851,2,MX,1,100,-67
1752780458.131472,448558.000,6870,3,MX,1,100,-66
1752780458.171472,448598.000,6870,3,MX,1,100,-66
1752780458.211472,448638.000,6870,3,MX,1,100,-66
1752780458.251472,448678.000,6887,2,MX,1,100,-66
1752780458.291472,448718.000,6887,2,MX,1,100,-66
1752780458.331473,448758.000,6903,3,MX,1,100,-67
1752780458.371473,448798.000,6903,3,MX,1,100,-66
1752780458.411473,448838.000,6903,3,MX,1,100,-66
1752780458.451473,448878.000,6920,2,MX,1,100,-66
1752780458.491474,448918.000,6920,2,MX,1,100,-66
1752780458.531474,448958.000,6937,3,MX,1,100,-66
1752780458.571474,448998.000,6937,3,MX,1,100,-67
1752780458.611474,449038.000,6937,3,MX,1,100,-67
1752780458.651474,449078.000,6954,3,MX,1,100,-66
1752780458.691475,449118.000,6954,3,MX,1,100,-65
