TE0,TE1,TL0,TL1,TimeSyncsReceived,EmotiBitStartTime, EmotiBitEndTime, DataParserVersion
437662.000000,1129217.000000,1752780447.235412,1752781138.794196,181,435351,1.36391e+06,1.11.4
