TE0,TE1,TL0,TL1,TimeSyncsReceived,EmotiBitStartTime, EmotiBitEndTime, DataParserVersion
714054.000000,1374621.000000,1752778836.863016,1752779497.433572,181,496779,1.4215e+06,1.11.4
