LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,EA
1752701120.407207,396996.000,63666,2,EA,1,100,0.144864
1752701120.407207,396996.000,63666,2,EA,1,100,0.144988
1752701120.474208,397063.000,63685,1,EA,1,100,0.144879
1752701120.540708,397129.500,63700,2,EA,1,100,0.145236
1752701120.607208,397196.000,63700,2,EA,1,100,0.145783
1752701120.674208,397263.000,63717,1,EA,1,100,0.146492
1752701120.740708,397329.500,63733,2,EA,1,100,0.146621
1752701120.807208,397396.000,63733,2,EA,1,100,0.146683
1752701120.874208,397463.000,63751,1,EA,1,100,0.146519
1752701120.940708,397529.500,63767,2,EA,1,100,0.147098
1752701121.007209,397596.000,63767,2,EA,1,100,0.147485
1752701121.074209,397663.000,63784,1,EA,1,100,0.147613
1752701121.140709,397729.500,63801,2,EA,1,100,0.147795
1752701121.207209,397796.000,63801,2,EA,1,100,0.147980
1752701121.274209,397863.000,63818,1,EA,1,100,0.148172
1752701121.340709,397929.500,63833,2,EA,1,100,0.148421
1752701121.407209,397996.000,63833,2,EA,1,100,0.148574
1752701121.474210,398063.000,63849,1,EA,1,100,0.148815
1752701121.540710,398129.500,63866,2,EA,1,100,0.149019
1752701121.607210,398196.000,63866,2,EA,1,100,0.149121
1752701121.673710,398262.500,63885,2,EA,1,100,0.149383
1752701121.740210,398329.000,63885,2,EA,1,100,0.149666
1752701121.807210,398396.000,63901,1,EA,1,100,0.149827
1752701121.873710,398462.500,63917,2,EA,1,100,0.150030
1752701121.940211,398529.000,63917,2,EA,1,100,0.150192
1752701122.007211,398596.000,63933,1,EA,1,100,0.150468
1752701122.073711,398662.500,63950,2,EA,1,100,0.150755
1752701122.140211,398729.000,63950,2,EA,1,100,0.150987
1752701122.207211,398796.000,63967,1,EA,1,100,0.151203
1752701122.273711,398862.500,63982,2,EA,1,100,0.151417
1752701122.340211,398929.000,63982,2,EA,1,100,0.151595
1752701122.407211,398996.000,64000,1,EA,1,100,0.151826
1752701122.473712,399062.500,64018,2,EA,1,100,0.152012
1752701122.540212,399129.000,64018,2,EA,1,100,0.152142
1752701122.607212,399196.000,64034,1,EA,1,100,0.152305
1752701122.673712,399262.500,64049,2,EA,1,100,0.152552
1752701122.740212,399329.000,64049,2,EA,1,100,0.152779
1752701122.807212,399396.000,64065,1,EA,1,100,0.153014
1752701122.873712,399462.500,64083,2,EA,1,100,0.153156
1752701122.940213,399529.000,64083,2,EA,1,100,0.153365
1752701123.007213,399596.000,64101,1,EA,1,100,0.153578
1752701123.073713,399662.500,64117,2,EA,1,100,0.153747
1752701123.140213,399729.000,64117,2,EA,1,100,0.153962
1752701123.207213,399796.000,64133,1,EA,1,100,0.154125
1752701123.273713,399862.500,64150,2,EA,1,100,0.154241
1752701123.340213,399929.000,64150,2,EA,1,100,0.154478
1752701123.407214,399996.000,64166,1,EA,1,100,0.154704
1752701123.473714,400062.500,64183,2,EA,1,100,0.154942
1752701123.540214,400129.000,64183,2,EA,1,100,0.155190
1752701123.606714,400195.500,64200,2,EA,1,100,0.155561
1752701123.673214,400262.000,64200,2,EA,1,100,0.155610
1752701123.740214,400329.000,64224,2,EA,1,100,0.155777
1752701123.807214,400396.000,64224,2,EA,1,100,0.155983
1752701123.873214,400462.000,64241,1,EA,1,100,0.156081
1752701123.940215,400529.000,64258,2,EA,1,100,0.156210
1752701124.007215,400596.000,64258,2,EA,1,100,0.156527
1752701124.074215,400663.000,64274,1,EA,1,100,0.156777
1752701124.140715,400729.500,64290,2,EA,1,100,0.157014
1752701124.207215,400796.000,64290,2,EA,1,100,0.157262
1752701124.274215,400863.000,64306,1,EA,1,100,0.157518
1752701124.340715,400929.500,64327,2,EA,1,100,0.157582
1752701124.407216,400996.000,64327,2,EA,1,100,0.157786
1752701124.473216,401062.000,64343,1,EA,1,100,0.157972
1752701124.540216,401129.000,64360,2,EA,1,100,0.158062
1752701124.607216,401196.000,64360,2,EA,1,100,0.158313
1752701124.673716,401262.500,64375,2,EA,1,100,0.158483
1752701124.740216,401329.000,64375,2,EA,1,100,0.158757
1752701124.807216,401396.000,64392,1,EA,1,100,0.158957
1752701124.873717,401462.500,64411,2,EA,1,100,0.159109
1752701124.940217,401529.000,64411,2,EA,1,100,0.159371
1752701125.007217,401596.000,64430,1,EA,1,100,0.159499
1752701125.073717,401662.500,64444,2,EA,1,100,0.159558
1752701125.140217,401729.000,64444,2,EA,1,100,0.159847
1752701125.207217,401796.000,64462,1,EA,1,100,0.160045
1752701125.273717,401862.500,64482,2,EA,1,100,0.160278
1752701125.340217,401929.000,64482,2,EA,1,100,0.160433
1752701125.407218,401996.000,64499,1,EA,1,100,0.160621
1752701125.473718,402062.500,64514,2,EA,1,100,0.160963
1752701125.540218,402129.000,64514,2,EA,1,100,0.161090
1752701125.607218,402196.000,64535,1,EA,1,100,0.161250
1752701125.673718,402262.500,64551,2,EA,1,100,0.161381
1752701125.740218,402329.000,64551,2,EA,1,100,0.161609
1752701125.807218,402396.000,64568,1,EA,1,100,0.161670
1752701125.873719,402462.500,64583,2,EA,1,100,0.161876
1752701125.940219,402529.000,64583,2,EA,1,100,0.162212
1752701126.007219,402596.000,64600,1,EA,1,100,0.162450
1752701126.073719,402662.500,64618,2,EA,1,100,0.162564
1752701126.140219,402729.000,64618,2,EA,1,100,0.162823
1752701126.207219,402796.000,64636,1,EA,1,100,0.162960
1752701126.273719,402862.500,64653,2,EA,1,100,0.163212
1752701126.340220,402929.000,64653,2,EA,1,100,0.163319
1752701126.406220,402995.000,64669,1,EA,1,100,0.163484
1752701126.473220,403062.000,64686,2,EA,1,100,0.163642
1752701126.540220,403129.000,64686,2,EA,1,100,0.163807
1752701126.607220,403196.000,64703,1,EA,1,100,0.164112
1752701126.673720,403262.500,64718,2,EA,1,100,0.164317
1752701126.740220,403329.000,64718,2,EA,1,100,0.164484
1752701126.806720,403395.500,64737,2,EA,1,100,0.164698
1752701126.873221,403462.000,64737,2,EA,1,100,0.164804
1752701126.940221,403529.000,64755,1,EA,1,100,0.165011
1752701127.006721,403595.500,64774,2,EA,1,100,0.165242
1752701127.073221,403662.000,64774,2,EA,1,100,0.165363
1752701127.140221,403729.000,64790,1,EA,1,100,0.165521
1752701127.206721,403795.500,64806,2,EA,1,100,0.165714
1752701127.273221,403862.000,64806,2,EA,1,100,0.165915
1752701127.340222,403929.000,64822,1,EA,1,100,0.166085
1752701127.406722,403995.500,64839,2,EA,1,100,0.166363
1752701127.473222,404062.000,64839,2,EA,1,100,0.166546
1752701127.540222,404129.000,64860,1,EA,1,100,0.166590
1752701127.606722,404195.500,64875,2,EA,1,100,0.166766
1752701127.673222,404262.000,64875,2,EA,1,100,0.167006
1752701127.740222,404329.000,64891,1,EA,1,100,0.167242
1752701127.806723,404395.500,64911,2,EA,1,100,0.167443
1752701127.873223,404462.000,64911,2,EA,1,100,0.167520
1752701127.940223,404529.000,64927,1,EA,1,100,0.167677
1752701128.006723,404595.500,64942,2,EA,1,100,0.167985
1752701128.073223,404662.000,64942,2,EA,1,100,0.168127
1752701128.140223,404729.000,64958,1,EA,1,100,0.168334
1752701128.206723,404795.500,64980,2,EA,1,100,0.168587
