LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,MZ
1752617378.504059,293113.500,45545,2,MZ,1,100,-58
1752617378.543559,293153.000,45545,2,MZ,1,100,-59
1752617378.583559,293193.000,45564,3,MZ,1,100,-57
1752617378.623559,293233.000,45564,3,MZ,1,100,-60
1752617378.663559,293273.000,45564,3,MZ,1,100,-59
1752617378.703892,293313.333,45581,3,MZ,1,100,-58
1752617378.744225,293353.667,45581,3,MZ,1,100,-58
1752617378.784558,293394.000,45581,3,MZ,1,100,-58
1752617378.824558,293434.000,45597,2,MZ,1,100,-59
1752617378.864558,293474.000,45597,2,MZ,1,100,-57
1752617378.904225,293513.667,45613,3,MZ,1,100,-57
1752617378.943891,293553.333,45613,3,MZ,1,100,-58
1752617378.983558,293593.000,45613,3,MZ,1,100,-59
1752617379.023558,293633.000,45631,2,MZ,1,100,-60
1752617379.063557,293673.000,45631,2,MZ,1,100,-59
1752617379.103557,293713.000,45648,3,MZ,1,100,-59
1752617379.143557,293753.000,45648,3,MZ,1,100,-59
1752617379.183557,293793.000,45648,3,MZ,1,100,-59
1752617379.223557,293833.000,45665,2,MZ,1,100,-58
1752617379.263557,293873.000,45665,2,MZ,1,100,-61
1752617379.303557,293913.000,45681,3,MZ,1,100,-59
1752617379.343556,293953.000,45681,3,MZ,1,100,-59
1752617379.383556,293993.000,45681,3,MZ,1,100,-59
1752617379.423556,294033.000,45696,2,MZ,1,100,-59
1752617379.463556,294073.000,45696,2,MZ,1,100,-58
1752617379.499556,294109.000,45714,3,MZ,1,100,-59
1752617379.535556,294145.000,45714,3,MZ,1,100,-59
1752617379.571556,294181.000,45714,3,MZ,1,100,-59
1752617379.611555,294221.000,45730,3,MZ,1,100,-59
1752617379.651555,294261.000,45730,3,MZ,1,100,-58
1752617379.691555,294301.000,45730,3,MZ,1,100,-60
1752617379.731555,294341.000,45747,2,MZ,1,100,-59
1752617379.771555,294381.000,45747,2,MZ,1,100,-59
1752617379.811555,294421.000,45763,3,MZ,1,100,-58
1752617379.851555,294461.000,45763,3,MZ,1,100,-59
1752617379.891554,294501.000,45763,3,MZ,1,100,-59
1752617379.931554,294541.000,45781,2,MZ,1,100,-60
1752617379.971554,294581.000,45781,2,MZ,1,100,-59
1752617380.011554,294621.000,45797,3,MZ,1,100,-59
1752617380.051554,294661.000,45797,3,MZ,1,100,-59
1752617380.091554,294701.000,45797,3,MZ,1,100,-59
1752617380.131554,294741.000,45814,2,MZ,1,100,-59
1752617380.171554,294781.000,45814,2,MZ,1,100,-60
1752617380.211553,294821.000,45829,3,MZ,1,100,-59
1752617380.251553,294861.000,45829,3,MZ,1,100,-59
1752617380.291553,294901.000,45829,3,MZ,1,100,-58
1752617380.331553,294941.000,45848,3,MZ,1,100,-59
1752617380.371553,294981.000,45848,3,MZ,1,100,-61
1752617380.411553,295021.000,45848,3,MZ,1,100,-60
1752617380.451553,295061.000,45864,2,MZ,1,100,-59
1752617380.491552,295101.000,45864,2,MZ,1,100,-59
1752617380.531552,295141.000,45882,3,MZ,1,100,-59
1752617380.571552,295181.000,45882,3,MZ,1,100,-59
1752617380.611552,295221.000,45882,3,MZ,1,100,-58
1752617380.651552,295261.000,45896,2,MZ,1,100,-59
1752617380.691552,295301.000,45896,2,MZ,1,100,-59
1752617380.731552,295341.000,45913,3,MZ,1,100,-59
1752617380.771551,295381.000,45913,3,MZ,1,100,-59
1752617380.811551,295421.000,45913,3,MZ,1,100,-60
1752617380.851551,295461.000,45929,2,MZ,1,100,-59
1752617380.891551,295501.000,45929,2,MZ,1,100,-59
1752617380.931551,295541.000,45949,3,MZ,1,100,-59
1752617380.971551,295581.000,45949,3,MZ,1,100,-59
1752617381.011551,295621.000,45949,3,MZ,1,100,-61
1752617381.051550,295661.000,45963,2,MZ,1,100,-60
1752617381.091550,295701.000,45963,2,MZ,1,100,-59
1752617381.131550,295741.000,45980,3,MZ,1,100,-59
1752617381.171550,295781.000,45980,3,MZ,1,100,-59
1752617381.211550,295821.000,45980,3,MZ,1,100,-58
1752617381.251550,295861.000,45997,2,MZ,1,100,-59
1752617381.291550,295901.000,45997,2,MZ,1,100,-60
1752617381.331216,295940.667,46016,3,MZ,1,100,-59
1752617381.370883,295980.333,46016,3,MZ,1,100,-59
1752617381.410549,296020.000,46016,3,MZ,1,100,-60
1752617381.451049,296060.500,46031,2,MZ,1,100,-58
1752617381.491549,296101.000,46031,2,MZ,1,100,-58
1752617381.531549,296141.000,46050,3,MZ,1,100,-59
1752617381.571549,296181.000,46050,3,MZ,1,100,-59
1752617381.611548,296221.000,46050,3,MZ,1,100,-60
1752617381.651048,296260.500,46066,2,MZ,1,100,-59
1752617381.690548,296300.000,46066,2,MZ,1,100,-58
