LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,BV
1752794195.831216,576239.000,27956,1,BV,1,100,4.19
1752794200.830231,581238.000,28780,1,BV,1,100,4.19
1752794205.830247,586238.000,29642,1,BV,1,100,4.19
1752794210.829262,591237.000,30469,1,BV,1,100,4.19
1752794215.829277,596237.000,31307,1,BV,1,100,4.19
1752794220.828292,601236.000,32156,1,BV,1,100,4.19
1752794225.828308,606236.000,33016,1,BV,1,100,4.19
1752794230.827323,611235.000,33847,1,BV,1,100,4.18
1752794235.827338,616235.000,34686,1,BV,1,100,4.19
1752794240.826354,621234.000,35515,1,BV,1,100,4.18
1752794245.826369,626234.000,36365,1,BV,1,100,4.18
1752794250.825384,631233.000,37219,1,BV,1,100,4.19
1752794255.825400,636233.000,38056,1,BV,1,100,4.19
1752794260.824415,641232.000,38899,1,BV,1,100,4.19
1752794265.824430,646232.000,39741,1,BV,1,100,4.19
1752794270.823446,651231.000,40590,1,BV,1,100,4.19
1752794275.823461,656231.000,41426,1,BV,1,100,4.18
1752794280.822476,661230.000,42249,1,BV,1,100,4.19
1752794285.822492,666230.000,43079,1,BV,1,100,4.19
1752794290.821507,671229.000,43906,1,BV,1,100,4.19
1752794295.821522,676229.000,44733,1,BV,1,100,4.19
1752794300.820538,681228.000,45561,1,BV,1,100,4.19
1752794305.820553,686228.000,46384,1,BV,1,100,4.19
1752794310.819568,691227.000,47210,1,BV,1,100,4.19
1752794315.819584,696227.000,48017,1,BV,1,100,4.19
1752794320.818599,701226.000,48848,1,BV,1,100,4.18
1752794325.818614,706226.000,49677,1,BV,1,100,4.19
1752794330.817630,711225.000,50502,1,BV,1,100,4.18
1752794335.817645,716225.000,51322,1,BV,1,100,4.19
1752794340.816660,721224.000,52147,1,BV,1,100,4.19
1752794345.816676,726224.000,52973,1,BV,1,100,4.19
1752794350.815691,731223.000,53796,1,BV,1,100,4.19
1752794355.815706,736223.000,54603,1,BV,1,100,4.19
1752794360.814722,741222.000,55425,1,BV,1,100,4.19
1752794365.814737,746222.000,56251,1,BV,1,100,4.18
1752794370.813752,751221.000,57075,1,BV,1,100,4.19
1752794375.813768,756221.000,57902,1,BV,1,100,4.19
1752794380.812783,761220.000,58709,1,BV,1,100,4.18
1752794385.812798,766220.000,59533,1,BV,1,100,4.18
1752794390.811814,771219.000,60359,1,BV,1,100,4.19
1752794395.811829,776219.000,61181,1,BV,1,100,4.19
1752794400.810844,781218.000,62006,1,BV,1,100,4.19
1752794405.810860,786218.000,62827,1,BV,1,100,4.18
1752794410.809875,791217.000,63652,1,BV,1,100,4.19
1752794415.809890,796217.000,64467,1,BV,1,100,4.18
1752794420.808906,801216.000,65292,1,BV,1,100,4.19
1752794425.808921,806216.000,563,1,BV,1,100,4.19
1752794430.807936,811215.000,1405,1,BV,1,100,4.19
1752794435.807952,816215.000,2227,1,BV,1,100,4.19
1752794440.806967,821214.000,3034,1,BV,1,100,4.19
1752794445.806982,826214.000,3859,1,BV,1,100,4.19
1752794450.805998,831213.000,4697,1,BV,1,100,4.19
1752794455.806013,836213.000,5522,1,BV,1,100,4.18
1752794460.805028,841212.000,6350,1,BV,1,100,4.19
1752794465.805044,846212.000,7172,1,BV,1,100,4.19
1752794470.804059,851211.000,8012,1,BV,1,100,4.18
1752794475.804074,856211.000,8834,1,BV,1,100,4.19
1752794480.803090,861210.000,9659,1,BV,1,100,4.19
1752794485.803105,866210.000,10482,1,BV,1,100,4.18
1752794490.802120,871209.000,11322,1,BV,1,100,4.18
1752794495.802136,876209.000,12145,1,BV,1,100,4.18
1752794500.801151,881208.000,12969,1,BV,1,100,4.19
1752794505.801166,886208.000,13791,1,BV,1,100,4.19
1752794510.800182,891207.000,14611,1,BV,1,100,4.19
1752794515.800197,896207.000,15451,1,BV,1,100,4.18
1752794520.799212,901206.000,16276,1,BV,1,100,4.19
1752794525.799228,906206.000,17101,1,BV,1,100,4.19
1752794530.798243,911205.000,17927,1,BV,1,100,4.19
1752794535.798258,916205.000,18749,1,BV,1,100,4.19
1752794540.797274,921204.000,19589,1,BV,1,100,4.18
1752794545.797289,926204.000,20411,1,BV,1,100,4.19
1752794550.796304,931203.000,21233,1,BV,1,100,4.18
1752794555.796320,936203.000,22073,1,BV,1,100,4.19
1752794560.795335,941202.000,22897,1,BV,1,100,4.19
1752794565.795350,946202.000,23722,1,BV,1,100,4.19
1752794570.794365,951201.000,24543,1,BV,1,100,4.19
1752794575.794381,956201.000,25367,1,BV,1,100,4.19
1752794580.793396,961200.000,26194,1,BV,1,100,4.19
1752794585.793411,966200.000,27015,1,BV,1,100,4.19
1752794590.792427,971199.000,27838,1,BV,1,100,4.19
1752794595.792442,976199.000,28680,1,BV,1,100,4.19
1752794600.791457,981198.000,29504,1,BV,1,100,4.19
1752794605.791473,986198.000,30328,1,BV,1,100,4.19
1752794610.790488,991197.000,31149,1,BV,1,100,4.18
1752794615.790503,996197.000,31973,1,BV,1,100,4.18
1752794620.789519,1001196.000,32795,1,BV,1,100,4.19
1752794625.789534,1006196.000,33618,1,BV,1,100,4.19
1752794630.788549,1011195.000,34458,1,BV,1,100,4.18
1752794635.788565,1016195.000,35275,1,BV,1,100,4.18
1752794640.787580,1021194.000,36080,1,BV,1,100,4.18
1752794645.787595,1026194.000,36907,1,BV,1,100,4.19
1752794650.786611,1031193.000,37734,1,BV,1,100,4.19
1752794655.786626,1036193.000,38557,1,BV,1,100,4.19
1752794660.785641,1041192.000,39379,1,BV,1,100,4.18
1752794665.785657,1046192.000,40201,1,BV,1,100,4.19
1752794670.784672,1051191.000,41007,1,BV,1,100,4.19
1752794675.784687,1056191.000,41831,1,BV,1,100,4.19
1752794680.783703,1061190.000,42657,1,BV,1,100,4.19
1752794685.783718,1066190.000,43479,1,BV,1,100,4.19
1752794690.782733,1071189.000,44306,1,BV,1,100,4.19
1752794695.782749,1076189.000,45129,1,BV,1,100,4.19
1752794700.781764,1081188.000,45935,1,BV,1,100,4.19
1752794705.781779,1086188.000,46763,1,BV,1,100,4.18
1752794710.780795,1091187.000,47590,1,BV,1,100,4.18
1752794715.780810,1096187.000,48413,1,BV,1,100,4.19
1752794720.779825,1101186.000,49239,1,BV,1,100,4.19
