LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,AX
1752794205.131244,585539.000,29516,3,AX,1,100,0.943
1752794205.171244,585579.000,29516,3,AX,1,100,0.935
1752794205.211245,585619.000,29516,3,AX,1,100,0.935
1752794205.251245,585659.000,29532,2,AX,1,100,0.943
1752794205.291245,585699.000,29532,2,AX,1,100,0.945
1752794205.331245,585739.000,29549,3,AX,1,100,0.949
1752794205.371245,585779.000,29549,3,AX,1,100,0.954
1752794205.411245,585819.000,29549,3,AX,1,100,0.954
1752794205.451245,585859.000,29563,2,AX,1,100,0.938
1752794205.491245,585899.000,29563,2,AX,1,100,0.938
1752794205.531246,585939.000,29583,3,AX,1,100,0.936
1752794205.571246,585979.000,29583,3,AX,1,100,0.936
1752794205.611246,586019.000,29583,3,AX,1,100,0.927
1752794205.651746,586059.500,29601,2,AX,1,100,0.927
1752794205.692246,586100.000,29601,2,AX,1,100,0.936
1752794205.732246,586140.000,29618,3,AX,1,100,0.958
1752794205.772246,586180.000,29618,3,AX,1,100,0.961
1752794205.812246,586220.000,29618,3,AX,1,100,0.942
1752794205.852247,586260.000,29633,2,AX,1,100,0.944
1752794205.892247,586300.000,29633,2,AX,1,100,0.954
1752794205.932247,586340.000,29654,3,AX,1,100,0.937
1752794205.972247,586380.000,29654,3,AX,1,100,0.941
1752794206.012247,586420.000,29654,3,AX,1,100,0.937
1752794206.052247,586460.000,29670,2,AX,1,100,0.948
1752794206.092247,586500.000,29670,2,AX,1,100,0.943
1752794206.132247,586540.000,29693,3,AX,1,100,0.931
1752794206.172248,586580.000,29693,3,AX,1,100,0.926
1752794206.212248,586620.000,29693,3,AX,1,100,0.939
1752794206.252248,586660.000,29708,2,AX,1,100,0.949
1752794206.292248,586700.000,29708,2,AX,1,100,0.954
1752794206.332248,586740.000,29726,3,AX,1,100,0.966
1752794206.372248,586780.000,29726,3,AX,1,100,0.948
1752794206.412248,586820.000,29726,3,AX,1,100,0.941
1752794206.452248,586860.000,29742,2,AX,1,100,0.934
1752794206.492249,586900.000,29742,2,AX,1,100,0.935
1752794206.532249,586940.000,29760,3,AX,1,100,0.928
1752794206.572249,586980.000,29760,3,AX,1,100,0.940
1752794206.612249,587020.000,29760,3,AX,1,100,0.939
1752794206.652249,587060.000,29777,2,AX,1,100,0.947
1752794206.692249,587100.000,29777,2,AX,1,100,0.935
1752794206.732249,587140.000,29795,3,AX,1,100,0.931
1752794206.772249,587180.000,29795,3,AX,1,100,0.942
1752794206.812250,587220.000,29795,3,AX,1,100,0.930
1752794206.852250,587260.000,29812,3,AX,1,100,0.931
1752794206.892250,587300.000,29812,3,AX,1,100,0.938
1752794206.932250,587340.000,29812,3,AX,1,100,0.938
1752794206.972250,587380.000,29829,2,AX,1,100,0.931
1752794207.012250,587420.000,29829,2,AX,1,100,0.933
1752794207.052250,587460.000,29845,3,AX,1,100,0.927
1752794207.092250,587500.000,29845,3,AX,1,100,0.932
1752794207.132251,587540.000,29845,3,AX,1,100,0.934
1752794207.172251,587580.000,29861,2,AX,1,100,0.931
1752794207.212251,587620.000,29861,2,AX,1,100,0.929
1752794207.252251,587660.000,29879,3,AX,1,100,0.934
1752794207.292251,587700.000,29879,3,AX,1,100,0.929
1752794207.332251,587740.000,29879,3,AX,1,100,0.932
1752794207.372251,587780.000,29896,2,AX,1,100,0.951
1752794207.412251,587820.000,29896,2,AX,1,100,0.933
1752794207.452251,587860.000,29913,3,AX,1,100,0.935
1752794207.492252,587900.000,29913,3,AX,1,100,0.953
1752794207.532252,587940.000,29913,3,AX,1,100,0.941
1752794207.567585,587975.333,29928,3,AX,1,100,0.929
1752794207.602919,588010.667,29928,3,AX,1,100,0.940
1752794207.638252,588046.000,29928,3,AX,1,100,0.931
1752794207.678252,588086.000,29944,2,AX,1,100,0.942
1752794207.718252,588126.000,29944,2,AX,1,100,0.930
1752794207.758252,588166.000,29961,3,AX,1,100,0.913
1752794207.798253,588206.000,29961,3,AX,1,100,0.916
1752794207.838253,588246.000,29961,3,AX,1,100,0.926
1752794207.878253,588286.000,29980,2,AX,1,100,0.918
1752794207.918253,588326.000,29980,2,AX,1,100,0.923
1752794207.958253,588366.000,29995,3,AX,1,100,0.927
1752794207.998253,588406.000,29995,3,AX,1,100,0.908
1752794208.038253,588446.000,29995,3,AX,1,100,0.936
1752794208.078253,588486.000,30011,2,AX,1,100,0.948
1752794208.118254,588526.000,30011,2,AX,1,100,0.955
1752794208.158254,588566.000,30029,3,AX,1,100,0.945
1752794208.198254,588606.000,30029,3,AX,1,100,0.896
1752794208.238254,588646.000,30029,3,AX,1,100,0.918
1752794208.278254,588686.000,30045,2,AX,1,100,0.927
1752794208.318254,588726.000,30045,2,AX,1,100,0.930
1752794208.357921,588765.667,30060,3,AX,1,100,0.926
1752794208.397588,588805.333,30060,3,AX,1,100,1.001
1752794208.437255,588845.000,30060,3,AX,1,100,0.984
1752794208.477588,588885.333,30077,3,AX,1,100,0.947
1752794208.517921,588925.667,30077,3,AX,1,100,0.926
1752794208.558255,588966.000,30077,3,AX,1,100,0.956
1752794208.597755,589005.500,30094,2,AX,1,100,0.981
1752794208.637255,589045.000,30094,2,AX,1,100,0.995
1752794208.677255,589085.000,30112,3,AX,1,100,0.978
1752794208.717255,589125.000,30112,3,AX,1,100,0.942
1752794208.757255,589165.000,30112,3,AX,1,100,0.920
1752794208.797756,589205.500,30130,2,AX,1,100,0.938
1752794208.838256,589246.000,30130,2,AX,1,100,0.927
1752794208.877923,589285.667,30146,3,AX,1,100,0.926
1752794208.917589,589325.333,30146,3,AX,1,100,0.977
1752794208.957256,589365.000,30146,3,AX,1,100,0.971
1752794208.997256,589405.000,30163,2,AX,1,100,0.998
1752794209.037256,589445.000,30163,2,AX,1,100,0.954
1752794209.077256,589485.000,30179,3,AX,1,100,0.976
1752794209.117257,589525.000,30179,3,AX,1,100,0.915
1752794209.157257,589565.000,30179,3,AX,1,100,0.914
1752794209.197257,589605.000,30197,2,AX,1,100,0.921
1752794209.237257,589645.000,30197,2,AX,1,100,0.885
1752794209.277257,589685.000,30211,3,AX,1,100,0.886
1752794209.317257,589725.000,30211,3,AX,1,100,0.908
1752794209.357257,589765.000,30211,3,AX,1,100,0.917
1752794209.397257,589805.000,30228,2,AX,1,100,0.980
1752794209.437258,589845.000,30228,2,AX,1,100,0.922
1752794209.477258,589885.000,30245,3,AX,1,100,0.917
1752794209.517258,589925.000,30245,3,AX,1,100,0.912
1752794209.557258,589965.000,30245,3,AX,1,100,0.937
1752794209.597258,590005.000,30262,2,AX,1,100,0.940
1752794209.637258,590045.000,30262,2,AX,1,100,0.988
1752794209.677258,590085.000,30276,3,AX,1,100,0.986
1752794209.717258,590125.000,30276,3,AX,1,100,0.963
1752794209.757259,590165.000,30276,3,AX,1,100,0.916
1752794209.797259,590205.000,30294,3,AX,1,100,0.946
1752794209.837259,590245.000,30294,3,AX,1,100,0.949
1752794209.877259,590285.000,30294,3,AX,1,100,0.954
1752794209.917259,590325.000,30310,2,AX,1,100,0.949
1752794209.957259,590365.000,30310,2,AX,1,100,0.945
1752794209.997259,590405.000,30327,3,AX,1,100,0.927
1752794210.037259,590445.000,30327,3,AX,1,100,0.941
1752794210.077260,590485.000,30327,3,AX,1,100,0.924
1752794210.117260,590525.000,30341,2,AX,1,100,0.947
1752794210.157260,590565.000,30341,2,AX,1,100,0.923
1752794210.197260,590605.000,30359,3,AX,1,100,0.935
1752794210.237260,590645.000,30359,3,AX,1,100,0.943
1752794210.277260,590685.000,30359,3,AX,1,100,0.957
1752794210.317260,590725.000,30375,2,AX,1,100,0.958
1752794210.357260,590765.000,30375,2,AX,1,100,0.963
1752794210.397261,590805.000,30394,3,AX,1,100,0.964
1752794210.437261,590845.000,30394,3,AX,1,100,0.972
1752794210.477261,590885.000,30394,3,AX,1,100,0.970
1752794210.517261,590925.000,30409,2,AX,1,100,0.964
1752794210.557261,590965.000,30409,2,AX,1,100,0.937
1752794210.597261,591005.000,30426,3,AX,1,100,0.941
1752794210.637261,591045.000,30426,3,AX,1,100,0.936
1752794210.677261,591085.000,30426,3,AX,1,100,0.941
1752794210.717261,591125.000,30442,2,AX,1,100,0.959
1752794210.757262,591165.000,30442,2,AX,1,100,0.976
1752794210.797262,591205.000,30460,3,AX,1,100,0.973
1752794210.837262,591245.000,30460,3,AX,1,100,0.979
1752794210.877262,591285.000,30460,3,AX,1,100,0.960
1752794210.917262,591325.000,30479,2,AX,1,100,0.978
1752794210.957262,591365.000,30479,2,AX,1,100,0.968
1752794210.997262,591405.000,30495,3,AX,1,100,0.974
1752794211.037262,591445.000,30495,3,AX,1,100,0.923
1752794211.077263,591485.000,30495,3,AX,1,100,0.927
1752794211.117263,591525.000,30511,3,AX,1,100,0.929
1752794211.157263,591565.000,30511,3,AX,1,100,0.948
1752794211.197263,591605.000,30511,3,AX,1,100,0.937
1752794211.237263,591645.000,30534,2,AX,1,100,0.941
1752794211.277263,591685.000,30534,2,AX,1,100,0.935
1752794211.313263,591721.000,30550,3,AX,1,100,0.930
1752794211.349263,591757.000,30550,3,AX,1,100,0.918
1752794211.385264,591793.000,30550,3,AX,1,100,0.929
1752794211.425264,591833.000,30567,3,AX,1,100,0.936
1752794211.465264,591873.000,30567,3,AX,1,100,0.958
1752794211.505264,591913.000,30567,3,AX,1,100,0.951
1752794211.544764,591952.500,30584,2,AX,1,100,0.954
1752794211.584264,591992.000,30584,2,AX,1,100,0.935
1752794211.624264,592032.000,30601,3,AX,1,100,0.940
1752794211.664264,592072.000,30601,3,AX,1,100,0.938
1752794211.704265,592112.000,30601,3,AX,1,100,0.928
1752794211.744265,592152.000,30617,2,AX,1,100,0.943
1752794211.784265,592192.000,30617,2,AX,1,100,0.949
1752794211.824265,592232.000,30633,3,AX,1,100,0.949
1752794211.864265,592272.000,30633,3,AX,1,100,0.953
1752794211.904265,592312.000,30633,3,AX,1,100,0.958
1752794211.944765,592352.500,30649,2,AX,1,100,0.944
1752794211.985265,592393.000,30649,2,AX,1,100,0.945
1752794212.024932,592432.667,30668,3,AX,1,100,0.933
1752794212.064599,592472.333,30668,3,AX,1,100,0.951
1752794212.104266,592512.000,30668,3,AX,1,100,0.944
1752794212.144266,592552.000,30687,2,AX,1,100,0.951
1752794212.184266,592592.000,30687,2,AX,1,100,0.950
1752794212.224266,592632.000,30702,3,AX,1,100,0.951
1752794212.264266,592672.000,30702,3,AX,1,100,0.945
1752794212.304266,592712.000,30702,3,AX,1,100,0.937
1752794212.344766,592752.500,30718,2,AX,1,100,0.943
1752794212.385267,592793.000,30718,2,AX,1,100,0.946
1752794212.424933,592832.667,30735,3,AX,1,100,0.946
