LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,EA
1752174592.907255,204685.000,31442,2,EA,1,100,0.469464
1752174592.907255,204685.000,31442,2,EA,1,100,0.469623
1752174592.974255,204752.000,31459,1,EA,1,100,0.469908
1752174593.040755,204818.500,31480,2,EA,1,100,0.470098
1752174593.107255,204885.000,31480,2,EA,1,100,0.470162
1752174593.174255,204952.000,31497,1,EA,1,100,0.470352
1752174593.240755,205018.500,31512,2,EA,1,100,0.470416
1752174593.307255,205085.000,31512,2,EA,1,100,0.470257
1752174593.374255,205152.000,31529,1,EA,1,100,0.469971
1752174593.440755,205218.500,31545,2,EA,1,100,0.469908
1752174593.507255,205285.000,31545,2,EA,1,100,0.472876
1752174593.574255,205352.000,31562,1,EA,1,100,0.482612
1752174593.640755,205418.500,31578,2,EA,1,100,0.491851
1752174593.707255,205485.000,31578,2,EA,1,100,0.487409
1752174593.774255,205552.000,31598,2,EA,1,100,0.481111
1752174593.841255,205619.000,31598,2,EA,1,100,0.481710
1752174593.908255,205686.000,31614,1,EA,1,100,0.482645
1752174593.974755,205752.500,31632,2,EA,1,100,0.482377
1752174594.041255,205819.000,31632,2,EA,1,100,0.483013
1752174594.107255,205885.000,31648,1,EA,1,100,0.482210
1752174594.174255,205952.000,31663,2,EA,1,100,0.480380
1752174594.241255,206019.000,31663,2,EA,1,100,0.478301
1752174594.307255,206085.000,31681,1,EA,1,100,0.478597
1752174594.374255,206152.000,31699,2,EA,1,100,0.480679
1752174594.441255,206219.000,31699,2,EA,1,100,0.478499
1752174594.507255,206285.000,31715,1,EA,1,100,0.472267
1752174594.574255,206352.000,31730,2,EA,1,100,0.472780
1752174594.641255,206419.000,31730,2,EA,1,100,0.475720
1752174594.707255,206485.000,31747,1,EA,1,100,0.476794
1752174594.774255,206552.000,31764,2,EA,1,100,0.476860
1752174594.841255,206619.000,31764,2,EA,1,100,0.476697
1752174594.907255,206685.000,31780,1,EA,1,100,0.475589
1752174594.974255,206752.000,31801,2,EA,1,100,0.475947
1752174595.041255,206819.000,31801,2,EA,1,100,0.477219
1752174595.107255,206885.000,31819,1,EA,1,100,0.477318
1752174595.174255,206952.000,31836,2,EA,1,100,0.478894
1752174595.241255,207019.000,31836,2,EA,1,100,0.480579
1752174595.307255,207085.000,31852,1,EA,1,100,0.480745
1752174595.373755,207151.500,31868,2,EA,1,100,0.480513
1752174595.440255,207218.000,31868,2,EA,1,100,0.482344
1752174595.507255,207285.000,31886,1,EA,1,100,0.484998
1752174595.573755,207351.500,31903,2,EA,1,100,0.486830
1752174595.640255,207418.000,31903,2,EA,1,100,0.485675
1752174595.707255,207485.000,31922,1,EA,1,100,0.482210
1752174595.773755,207551.500,31938,2,EA,1,100,0.482143
1752174595.840255,207618.000,31938,2,EA,1,100,0.483114
1752174595.907255,207685.000,31953,2,EA,1,100,0.484088
1752174595.974255,207752.000,31953,2,EA,1,100,0.484122
1752174596.040255,207818.000,31973,1,EA,1,100,0.484425
1752174596.107255,207885.000,31989,2,EA,1,100,0.485607
1752174596.174255,207952.000,31989,2,EA,1,100,0.485980
1752174596.241255,208019.000,32006,1,EA,1,100,0.486048
1752174596.307755,208085.500,32021,2,EA,1,100,0.486421
1752174596.374255,208152.000,32021,2,EA,1,100,0.486898
1752174596.440255,208218.000,32038,1,EA,1,100,0.487682
1752174596.507255,208285.000,32054,2,EA,1,100,0.488229
