TE0,TE1,TL0,TL1,TimeSyncsReceived,EmotiBitStartTime, EmotiBitEndTime, DataParserVersion
551310.000000,991692.000000,1752620045.538789,1752620485.924478,118,494327,1.09557e+06,1.11.4
