LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,SR
1755204829.418159,850034,5951,1,SR,1,100,0.266667
1755204830.018164,850634,6068,1,SR,1,100,0.466667
1755204830.751170,851367,6137,1,SR,1,100,0.066667
1755204830.951172,851567,6223,1,SR,1,100,0.400000
1755204831.485176,852101,6308,1,SR,1,100,0.400000
1755204832.018181,852634,6343,1,SR,1,100,0.066667
1755204833.418193,854034,6631,1,SR,1,100,0.400000
1755204834.218199,854834,6733,1,SR,1,100,0.200000
1755204835.351209,855967,6934,1,SR,1,100,0.266667
1755204835.884213,856500,6985,1,SR,1,100,0.066667
1755204838.884238,859500,7573,1,SR,1,100,0.600000
1755204839.617244,860233,7692,1,SR,1,100,0.600000
1755204840.750254,861366,7790,1,SR,1,100,0.066667
1755204842.216266,862832,8133,1,SR,1,100,0.600000
1755204842.950272,863566,8183,1,SR,1,100,0.133333
1755204876.013548,896629,13588,1,SR,1,100,0.066667
1755205179.120080,1199733,63113,1,SR,1,100,0.066667
1755205179.452083,1200065,63194,1,SR,1,100,0.200000
1755205179.786085,1200399,63263,1,SR,1,100,0.266667
1755205180.186089,1200799,63316,1,SR,1,100,0.200000
1755205180.520091,1201133,63474,1,SR,1,100,0.866667
1755205181.652101,1202265,63543,1,SR,1,100,0.066667
1755205181.852103,1202465,63577,1,SR,1,100,0.133333
1755205182.119105,1202732,63613,1,SR,1,100,0.066667
1755205182.719110,1203332,63731,1,SR,1,100,0.133333
1755205182.986112,1203599,63766,1,SR,1,100,0.133333
1755205183.252114,1203865,63802,1,SR,1,100,0.066667
1755205183.585117,1204198,63869,1,SR,1,100,0.133333
1755205183.852119,1204465,63905,1,SR,1,100,0.066667
1755205184.052121,1204665,63940,1,SR,1,100,0.066667
1755205184.385124,1204998,64041,1,SR,1,100,0.333333
1755205184.852128,1205465,64110,1,SR,1,100,0.200000
1755205185.319132,1205932,64194,1,SR,1,100,0.266667
1755205185.718135,1206331,64218,1,SR,1,100,0.066667
1755205186.052138,1206665,64270,1,SR,1,100,0.066667
1755205186.252139,1206865,64325,1,SR,1,100,0.133333
1755205186.519142,1207132,64359,1,SR,1,100,0.066667
1755205186.852144,1207465,64411,1,SR,1,100,0.066667
1755205187.319148,1207932,64579,1,SR,1,100,0.600000
1755205188.052154,1208665,64697,1,SR,1,100,0.600000
1755205188.785161,1209398,64865,1,SR,1,100,0.866667
1755205189.785169,1210398,65122,1,SR,1,100,1.400000
1755205191.319182,1211932,65439,1,SR,1,100,1.800000
1755205193.384199,1213997,65489,1,SR,1,100,0.066667
1755205193.984204,1214597,56,1,SR,1,100,0.066667
1755205194.584209,1215197,222,1,SR,1,100,0.466667
1755205196.117222,1216730,446,1,SR,1,100,0.200000
1755205196.451225,1217064,514,1,SR,1,100,0.333333
1755205197.318232,1217931,632,1,SR,1,100,0.133333
1755205197.584234,1218197,666,1,SR,1,100,0.066667
1755205198.184239,1218797,834,1,SR,1,100,0.466667
1755205199.317248,1219930,1036,1,SR,1,100,0.600000
1755205200.984262,1221597,1262,1,SR,1,100,0.200000
1755205201.584267,1222197,1329,1,SR,1,100,0.066667
1755205202.850278,1223463,1545,1,SR,1,100,0.066667
1755205203.050280,1223663,1578,1,SR,1,100,0.066667
1755205203.384282,1223997,1714,1,SR,1,100,0.533333
1755205204.850295,1225463,1865,1,SR,1,100,0.066667
1755205205.050296,1225663,1900,1,SR,1,100,0.066667
1755205205.250298,1225863,1934,1,SR,1,100,0.066667
1755205205.450300,1226063,1970,1,SR,1,100,0.066667
1755205205.650301,1226263,2003,1,SR,1,100,0.066667
1755205205.983304,1226596,2163,1,SR,1,100,0.666667
1755205207.316315,1227929,2295,1,SR,1,100,0.133333
1755205207.583318,1228196,2333,1,SR,1,100,0.066667
1755205208.316324,1228929,2500,1,SR,1,100,0.266667
1755205209.116330,1229729,2617,1,SR,1,100,0.266667
1755205209.649335,1230262,2686,1,SR,1,100,0.066667
1755205210.249340,1230862,2787,1,SR,1,100,0.066667
1755205210.449341,1231062,2855,1,SR,1,100,0.266667
1755205210.983346,1231596,2906,1,SR,1,100,0.066667
1755205211.317349,1231930,3014,1,SR,1,100,0.400000
1755205212.116355,1232729,3149,1,SR,1,100,0.400000
1755205212.782361,1233395,3251,1,SR,1,100,0.266667
1755205213.182364,1233795,3302,1,SR,1,100,0.200000
1755205213.650368,1234263,3405,1,SR,1,100,0.400000
1755205214.450375,1235063,3504,1,SR,1,100,0.133333
1755205214.850378,1235463,3573,1,SR,1,100,0.133333
1755205215.116380,1235729,3609,1,SR,1,100,0.066667
