495034,13647,1,RB,1,100,2025-07-16_18-00-15-608675
495036,13648,4,EM,1,100,RS,RB,2025-07-16_18-00-15-608675.csv,PS,MN
495031,13649,1,PI,1,100,145821
495031,13650,1,PR,1,100,61508
495031,13651,1,PG,1,100,2029
495031,13652,1,AX,1,100,-1.054
495031,13653,1,AY,1,100,-0.016
495031,13654,1,AZ,1,100,0.146
495031,13655,1,GX,1,100,-2.869
495031,13656,1,GY,1,100,0.824
495031,13657,1,GZ,1,100,0.305
495031,13658,1,MX,1,100,-126
495031,13659,1,MY,1,100,74
495031,13660,1,MZ,1,100,-66
495111,13661,2,PI,1,100,145838,145842
495111,13662,2,PR,1,100,61520,61518
495111,13663,2,PG,1,100,2026,2025
495136,13664,2,EA,1,100,0.124605,0.125828
495136,13665,2,EL,1,100,-8409.000000,-8517.599609
495062,13666,1,T1,1,100,36.590
495077,13667,1,TH,1,100,35.979
495111,13668,2,AX,1,100,-1.047,-1.053
495111,13669,2,AY,1,100,-0.019,-0.020
495111,13670,2,AZ,1,100,0.146,0.144
495111,13671,2,GX,1,100,-3.510,-2.777
495111,13672,2,GY,1,100,0.610,0.122
495111,13673,2,GZ,1,100,0.824,0.244
495111,13674,2,MX,1,100,-126,-126
495111,13675,2,MY,1,100,74,75
495111,13676,2,MZ,1,100,-65,-66
495237,13677,4,EM,1,100,RS,RB,2025-07-16_18-00-15-608675.csv,PS,MN
495203,13678,1,SF,1,100,61.1968
495231,13679,3,PI,1,100,145867,145880,145899
495231,13680,3,PR,1,100,61513,61529,61530
495231,13681,3,PG,1,100,2030,2019,2018
495203,13682,1,EA,1,100,0.126892
495203,13683,1,EL,1,100,-8610.400391
495196,13684,1,T1,1,100,36.716
495211,13685,1,TH,1,100,36.006
495231,13686,3,AX,1,100,-1.053,-1.041,-1.047
495231,13687,3,AY,1,100,-0.014,-0.019,-0.018
495231,13688,3,AZ,1,100,0.140,0.147,0.145
495231,13689,3,GX,1,100,-2.777,-3.296,-3.326
495231,13690,3,GY,1,100,0.183,-0.763,-0.122
495231,13691,3,GZ,1,100,0.488,-0.061,0.092
495231,13692,3,MX,1,100,-126,-125,-124
495231,13693,3,MY,1,100,75,75,76
495231,13694,3,MZ,1,100,-65,-65,-64
495271,13695,1,BI,1,100,680
495271,13696,1,HR,1,100,85.83
495311,13697,2,PI,1,100,145925,145957
495311,13698,2,PR,1,100,61526,61527
495311,13699,2,PG,1,100,2033,2029
495336,13700,2,EA,1,100,0.127972,0.127963
495336,13701,2,EL,1,100,-8703.000000,-8702.200195
495329,13702,1,T1,1,100,36.735
495344,13703,1,TH,1,100,36.006
495311,13704,2,AX,1,100,-1.045,-1.051
495311,13705,2,AY,1,100,-0.023,-0.031
495311,13706,2,AZ,1,100,0.148,0.146
495311,13707,2,GX,1,100,-3.632,-3.723
495311,13708,2,GY,1,100,0.732,0.732
495311,13709,2,GZ,1,100,-0.031,0.793
495311,13710,2,MX,1,100,-126,-126
495311,13711,2,MY,1,100,74,75
495311,13712,2,MZ,1,100,-66,-65
495438,13713,4,EM,1,100,RS,RB,2025-07-16_18-00-15-608675.csv,PS,MN
495431,13714,3,PI,1,100,145974,146000,146026
495431,13715,3,PR,1,100,61534,61555,61561
495431,13716,3,PG,1,100,2029,2021,2023
495403,13717,1,EA,1,100,0.128054
495403,13718,1,EL,1,100,-8710.000000
495431,13719,3,AX,1,100,-1.055,-1.045,-1.061
495431,13720,3,AY,1,100,-0.021,-0.021,-0.022
495431,13721,3,AZ,1,100,0.144,0.147,0.146
495431,13722,3,GX,1,100,-1.984,0.031,-0.366
495431,13723,3,GY,1,100,0.763,0.214,0.885
495431,13724,3,GZ,1,100,0.519,-1.068,-0.366
495431,13725,3,MX,1,100,-126,-125,-126
495431,13726,3,MY,1,100,75,75,75
495431,13727,3,MZ,1,100,-65,-65,-65
495536,13728,1,SF,1,100,60.4888
495511,13729,2,PI,1,100,146046,146069
495511,13730,2,PR,1,100,61548,61559
495511,13731,2,PG,1,100,2033,2018
495536,13732,2,EA,1,100,0.128734,0.130733
495536,13733,2,EL,1,100,-8767.400391,-8932.799805
495462,13734,1,T1,1,100,36.708
495477,13735,1,TH,1,100,35.971
495511,13736,2,AX,1,100,-1.046,-1.041
495511,13737,2,AY,1,100,-0.017,-0.032
495511,13738,2,AZ,1,100,0.144,0.148
495511,13739,2,GX,1,100,-0.366,0.153
495511,13740,2,GY,1,100,-0.244,-0.946
495511,13741,2,GZ,1,100,0.122,-0.244
495511,13742,2,MX,1,100,-126,-126
495511,13743,2,MY,1,100,75,76
495511,13744,2,MZ,1,100,-66,-65
495639,13745,4,EM,1,100,RS,RB,2025-07-16_18-00-15-608675.csv,PS,MN
495631,13746,3,PI,1,100,146021,145956,145921
495631,13747,3,PR,1,100,61545,61543,61539
495631,13748,3,PG,1,100,2025,2020,2034
495603,13749,1,EA,1,100,0.131476
495603,13750,1,EL,1,100,-8993.000000
495596,13751,1,T1,1,100,36.696
495611,13752,1,TH,1,100,35.978
495631,13753,3,AX,1,100,-1.048,-1.038,-1.046
495631,13754,3,AY,1,100,-0.033,-0.045,-0.034
495631,13755,3,AZ,1,100,0.145,0.143,0.147
495631,13756,3,GX,1,100,0.793,4.028,8.240
495631,13757,3,GY,1,100,0.153,0.366,1.495
495631,13758,3,GZ,1,100,-0.580,-2.930,-5.615
495631,13759,3,MX,1,100,-126,-126,-126
495631,13760,3,MY,1,100,75,75,75
495631,13761,3,MZ,1,100,-65,-66,-65
495711,13762,2,PI,1,100,145898,145906
495711,13763,2,PR,1,100,61560,61548
495711,13764,2,PG,1,100,2033,2017
495736,13765,2,EA,1,100,0.132097,0.133130
495736,13766,2,EL,1,100,-9042.799805,-9124.599609
495729,13767,1,T1,1,100,36.691
495744,13768,1,TH,1,100,35.978
495711,13769,2,AX,1,100,-1.035,-1.054
495711,13770,2,AY,1,100,-0.047,-0.044
495711,13771,2,AZ,1,100,0.151,0.143
495711,13772,2,GX,1,100,10.101,12.451
495711,13773,2,GY,1,100,2.106,3.448
495711,13774,2,GZ,1,100,-8.148,-8.667
495711,13775,2,MX,1,100,-126,-126
495711,13776,2,MY,1,100,75,75
495711,13777,2,MZ,1,100,-64,-64
495840,13778,4,EM,1,100,RS,RB,2025-07-16_18-00-15-608675.csv,PS,MN
495830,13779,3,PI,1,100,145913,145918,145936
495831,13780,3,PR,1,100,61548,61549,61562
495831,13781,3,PG,1,100,2022,2040,2046
495803,13782,1,EA,1,100,0.133729
495803,13783,1,EL,1,100,-9171.400391
495831,13784,3,AX,1,100,-1.048,-1.079,-1.044
495831,13785,3,AY,1,100,-0.053,-0.058,-0.078
495831,13786,3,AZ,1,100,0.139,0.141,0.137
495831,13787,3,GX,1,100,15.991,17.883,17.883
495831,13788,3,GY,1,100,4.242,4.120,1.465
495831,13789,3,GZ,1,100,-9.888,-14.557,-16.541
495831,13790,3,MX,1,100,-124,-125,-124
495831,13791,3,MY,1,100,75,75,76
495831,13792,3,MZ,1,100,-65,-65,-65
495911,13793,1,BI,1,100,640
495911,13794,1,HR,1,100,87.59
495936,13795,1,SF,1,100,59.7891
494803,13796,1,SA,1,100,0.011207
494803,13797,1,SR,1,100,1.066667
495951,13798,3,PI,1,100,145955,145961,145982
495951,13799,3,PR,1,100,61559,61562,61562
495951,13800,3,PG,1,100,2035,2027,2033
495936,13801,2,EA,1,100,0.134260,0.134623
495936,13802,2,EL,1,100,-9212.599609,-9240.599609
495862,13803,1,T1,1,100,36.618
495877,13804,1,TH,1,100,35.978
495951,13805,3,AX,1,100,-1.038,-1.047,-1.045
495951,13806,3,AY,1,100,-0.089,-0.080,-0.076
495951,13807,3,AZ,1,100,0.134,0.134,0.132
495951,13808,3,GX,1,100,17.334,19.196,21.515
495951,13809,3,GY,1,100,-1.434,-0.092,0.824
495951,13810,3,GZ,1,100,-14.984,-12.878,-12.604
495951,13811,3,MX,1,100,-123,-124,-122
495951,13812,3,MY,1,100,76,76,76
495951,13813,3,MZ,1,100,-65,-63,-64
496041,13814,4,EM,1,100,RS,RB,2025-07-16_18-00-15-608675.csv,PS,MN
496031,13815,2,PI,1,100,146018,146062
496031,13816,2,PR,1,100,61584,61585
496031,13817,2,PG,1,100,2019,2022
496003,13818,1,EA,1,100,0.134897
496003,13819,1,EL,1,100,-9261.599609
495996,13820,1,T1,1,100,36.658
496011,13821,1,TH,1,100,35.995
496031,13822,2,AX,1,100,-1.055,-1.042
496031,13823,2,AY,1,100,-0.075,-0.091
496031,13824,2,AZ,1,100,0.130,0.129
496031,13825,2,GX,1,100,22.400,20.508
496031,13826,2,GY,1,100,1.831,1.038
496031,13827,2,GZ,1,100,-13.031,-13.885
496031,13828,2,MX,1,100,-123,-121
496031,13829,2,MY,1,100,77,78
496031,13830,2,MZ,1,100,-63,-63
496151,13831,3,PI,1,100,146075,146118,146153
496151,13832,3,PR,1,100,61573,61596,61601
496151,13833,3,PG,1,100,2037,2036,2022
496136,13834,2,EA,1,100,0.135086,0.135204
496136,13835,2,EL,1,100,-9276.000000,-9285.000000
496129,13836,1,T1,1,100,36.781
496144,13837,1,TH,1,100,36.002
496151,13838,3,AX,1,100,-1.055,-1.044,-1.057
496151,13839,3,AY,1,100,-0.100,-0.121,-0.111
496151,13840,3,AZ,1,100,0.123,0.128,0.125
496151,13841,3,GX,1,100,18.799,17.578,17.365
496151,13842,3,GY,1,100,0.916,1.495,1.709
496151,13843,3,GZ,1,100,-14.069,-13.458,-12.024
496151,13844,3,MX,1,100,-121,-121,-120
496151,13845,3,MY,1,100,77,77,77
496151,13846,3,MZ,1,100,-62,-61,-61
496244,13847,4,EM,1,100,RS,RB,2025-07-16_18-00-15-608675.csv,PS,MN
496203,13848,1,SF,1,100,61.1797
496231,13849,2,PI,1,100,146100,146019
496231,13850,2,PR,1,100,61587,61577
496231,13851,2,PG,1,100,2035,2031
496203,13852,1,EA,1,100,0.135372
496203,13853,1,EL,1,100,-9297.799805
496231,13854,2,AX,1,100,-1.061,-1.061
496231,13855,2,AY,1,100,-0.115,-0.128
496231,13856,2,AZ,1,100,0.136,0.147
496231,13857,2,GX,1,100,17.548,14.618
496231,13858,2,GY,1,100,3.845,1.190
496231,13859,2,GZ,1,100,-11.444,-12.665
496231,13860,2,MX,1,100,-120,-121
496231,13861,2,MY,1,100,77,78
496231,13862,2,MZ,1,100,-63,-61
496350,13863,3,PI,1,100,145974,145969,145962
496350,13864,3,PR,1,100,61562,61584,61554
496350,13865,3,PG,1,100,2030,2031,2032
496336,13866,2,EA,1,100,0.135591,0.135823
496336,13867,2,EL,1,100,-9314.400391,-9332.000000
496262,13868,1,T1,1,100,36.692
496277,13869,1,TH,1,100,35.980
496350,13870,3,AX,1,100,-1.046,-1.016,-1.030
496350,13871,3,AY,1,100,-0.124,-0.146,-0.164
496350,13872,3,AZ,1,100,0.165,0.170,0.174
496350,13873,3,GX,1,100,12.238,10.315,6.653
496350,13874,3,GY,1,100,-1.007,-3.357,-2.594
496350,13875,3,GZ,1,100,-10.773,-7.599,-7.751
496350,13876,3,MX,1,100,-120,-120,-119
496350,13877,3,MY,1,100,78,78,79
496350,13878,3,MZ,1,100,-61,-61,-61
496445,13879,4,EM,1,100,RS,RB,2025-07-16_18-00-15-608675.csv,PS,MN
496430,13880,2,PI,1,100,145958,145977
496430,13881,2,PR,1,100,61587,61585
496430,13882,2,PG,1,100,2038,2029
496403,13883,1,EA,1,100,0.135778
496403,13884,1,EL,1,100,-9328.599609
496396,13885,1,T1,1,100,36.690
496410,13886,1,TH,1,100,35.980
496430,13887,2,AX,1,100,-1.020,-1.026
496430,13888,2,AY,1,100,-0.153,-0.155
496430,13889,2,AZ,1,100,0.172,0.165
496430,13890,2,GX,1,100,5.676,5.585
496430,13891,2,GY,1,100,-0.946,-1.068
496430,13892,2,GZ,1,100,-6.409,-2.289
496430,13893,2,MX,1,100,-118,-118
496430,13894,2,MY,1,100,77,78
496430,13895,2,MZ,1,100,-61,-60
496536,13896,1,SF,1,100,60.4720
496550,13897,3,PI,1,100,145991,146004,146020
496550,13898,3,PR,1,100,61585,61571,61572
496550,13899,3,PG,1,100,2014,2040,2046
496536,13900,2,EA,1,100,0.136781,0.136803
