LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,MY
1752622346.158676,158105.000,23875,2,MY,1,100,143
1752622346.198677,158145.000,23892,3,MY,1,100,143
1752622346.238677,158185.000,23892,3,MY,1,100,143
1752622346.278677,158225.000,23892,3,MY,1,100,143
1752622346.318678,158265.000,23909,2,MY,1,100,143
1752622346.358678,158305.000,23909,2,MY,1,100,143
1752622346.398678,158345.000,23925,3,MY,1,100,142
1752622346.438679,158385.000,23925,3,MY,1,100,143
1752622346.478679,158425.000,23925,3,MY,1,100,143
1752622346.514013,158460.333,23943,3,MY,1,100,143
1752622346.549346,158495.667,23943,3,MY,1,100,143
1752622346.584680,158531.000,23943,3,MY,1,100,143
1752622346.624680,158571.000,23961,2,MY,1,100,143
1752622346.664680,158611.000,23961,2,MY,1,100,142
1752622346.704681,158651.000,23978,3,MY,1,100,142
1752622346.744681,158691.000,23978,3,MY,1,100,143
