LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,MX
1752703225.159514,503843.000,15142,2,MX,1,100,-109
1752703225.199180,503882.667,15159,3,MX,1,100,-109
1752703225.238847,503922.333,15159,3,MX,1,100,-108
1752703225.278514,503962.000,15159,3,MX,1,100,-108
1752703225.318514,504002.000,15175,2,MX,1,100,-109
1752703225.358514,504042.000,15175,2,MX,1,100,-109
1752703225.398514,504082.000,15192,3,MX,1,100,-108
1752703225.438514,504122.000,15192,3,MX,1,100,-110
1752703225.478514,504162.000,15192,3,MX,1,100,-108
1752703225.518514,504202.000,15211,2,MX,1,100,-108
1752703225.558515,504242.000,15211,2,MX,1,100,-108
1752703225.598515,504282.000,15228,3,MX,1,100,-108
1752703225.638515,504322.000,15228,3,MX,1,100,-109
1752703225.678515,504362.000,15228,3,MX,1,100,-109
1752703225.718515,504402.000,15244,2,MX,1,100,-108
1752703225.758515,504442.000,15244,2,MX,1,100,-108
1752703225.798515,504482.000,15262,3,MX,1,100,-109
1752703225.838515,504522.000,15262,3,MX,1,100,-109
1752703225.878515,504562.000,15262,3,MX,1,100,-109
1752703225.918515,504602.000,15278,2,MX,1,100,-108
1752703225.958515,504642.000,15278,2,MX,1,100,-108
1752703225.998516,504682.000,15293,3,MX,1,100,-107
1752703226.038516,504722.000,15293,3,MX,1,100,-108
1752703226.078516,504762.000,15293,3,MX,1,100,-109
1752703226.118516,504802.000,15310,2,MX,1,100,-108
1752703226.158516,504842.000,15310,2,MX,1,100,-109
1752703226.198516,504882.000,15327,3,MX,1,100,-108
1752703226.238516,504922.000,15327,3,MX,1,100,-109
1752703226.278516,504962.000,15327,3,MX,1,100,-109
1752703226.318516,505002.000,15347,2,MX,1,100,-108
1752703226.358516,505042.000,15347,2,MX,1,100,-108
1752703226.398516,505082.000,15362,3,MX,1,100,-109
1752703226.438517,505122.000,15362,3,MX,1,100,-109
1752703226.478517,505162.000,15362,3,MX,1,100,-109
1752703226.518517,505202.000,15379,3,MX,1,100,-109
1752703226.558517,505242.000,15379,3,MX,1,100,-109
1752703226.598517,505282.000,15379,3,MX,1,100,-109
1752703226.638517,505322.000,15396,2,MX,1,100,-109
1752703226.678517,505362.000,15396,2,MX,1,100,-111
1752703226.718517,505402.000,15412,3,MX,1,100,-111
1752703226.758517,505442.000,15412,3,MX,1,100,-111
1752703226.798517,505482.000,15412,3,MX,1,100,-112
1752703226.838518,505522.000,15428,2,MX,1,100,-112
1752703226.878518,505562.000,15428,2,MX,1,100,-112
1752703226.918518,505602.000,15444,3,MX,1,100,-112
1752703226.958518,505642.000,15444,3,MX,1,100,-112
1752703226.998518,505682.000,15444,3,MX,1,100,-112
1752703227.038518,505722.000,15465,2,MX,1,100,-112
1752703227.078518,505762.000,15465,2,MX,1,100,-114
1752703227.118518,505802.000,15482,3,MX,1,100,-112
1752703227.158518,505842.000,15482,3,MX,1,100,-112
1752703227.198518,505882.000,15482,3,MX,1,100,-112
1752703227.238518,505922.000,15497,2,MX,1,100,-112
1752703227.278519,505962.000,15497,2,MX,1,100,-113
1752703227.318519,506002.000,15513,3,MX,1,100,-112
1752703227.358519,506042.000,15513,3,MX,1,100,-112
1752703227.398519,506082.000,15513,3,MX,1,100,-113
1752703227.438519,506122.000,15530,2,MX,1,100,-113
1752703227.478519,506162.000,15530,2,MX,1,100,-112
1752703227.518519,506202.000,15549,3,MX,1,100,-113
1752703227.558519,506242.000,15549,3,MX,1,100,-112
1752703227.598519,506282.000,15549,3,MX,1,100,-113
1752703227.638519,506322.000,15565,2,MX,1,100,-113
1752703227.678519,506362.000,15565,2,MX,1,100,-113
1752703227.718520,506402.000,15582,3,MX,1,100,-112
1752703227.758520,506442.000,15582,3,MX,1,100,-112
1752703227.798520,506482.000,15582,3,MX,1,100,-113
1752703227.834186,506517.667,15600,3,MX,1,100,-113
1752703227.869853,506553.333,15600,3,MX,1,100,-114
1752703227.905520,506589.000,15600,3,MX,1,100,-113
1752703227.945520,506629.000,15616,2,MX,1,100,-112
1752703227.985520,506669.000,15616,2,MX,1,100,-113
1752703228.025520,506709.000,15633,3,MX,1,100,-112
1752703228.065520,506749.000,15633,3,MX,1,100,-113
1752703228.105520,506789.000,15633,3,MX,1,100,-112
1752703228.145521,506829.000,15652,2,MX,1,100,-114
1752703228.185521,506869.000,15652,2,MX,1,100,-112
1752703228.225521,506909.000,15671,3,MX,1,100,-112
1752703228.265521,506949.000,15671,3,MX,1,100,-113
1752703228.305521,506989.000,15671,3,MX,1,100,-112
1752703228.345521,507029.000,15687,3,MX,1,100,-113
1752703228.385521,507069.000,15687,3,MX,1,100,-111
1752703228.425521,507109.000,15687,3,MX,1,100,-112
1752703228.465521,507149.000,15705,2,MX,1,100,-113
1752703228.505521,507189.000,15705,2,MX,1,100,-112
1752703228.545521,507229.000,15719,3,MX,1,100,-113
1752703228.585522,507269.000,15719,3,MX,1,100,-112
1752703228.625522,507309.000,15719,3,MX,1,100,-112
1752703228.665522,507349.000,15738,2,MX,1,100,-113
1752703228.705522,507389.000,15738,2,MX,1,100,-113
1752703228.745522,507429.000,15754,3,MX,1,100,-111
1752703228.785522,507469.000,15754,3,MX,1,100,-113
1752703228.825522,507509.000,15754,3,MX,1,100,-112
