TE0,TE1,TL0,TL1,TimeSyncsReceived,EmotiBitStartTime, EmotiBitEndTime, DataParserVersion
636877.000000,1205161.000000,1752703358.193821,1752703926.479134,183,494803,1.43445e+06,1.11.4
