LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,GY
1752172679.908923,285449.000,45417,3,GY,1,100,0.000
1752172679.948923,285489.000,45417,3,GY,1,100,0.000
1752172679.988923,285529.000,45435,2,GY,1,100,0.214
1752172680.028924,285569.000,45435,2,GY,1,100,0.702
1752172680.064257,285604.333,45453,3,GY,1,100,0.732
1752172680.099591,285639.667,45453,3,GY,1,100,0.366
1752172680.134925,285675.000,45453,3,GY,1,100,0.427
1752172680.174925,285715.000,45470,3,GY,1,100,0.031
1752172680.214925,285755.000,45470,3,GY,1,100,-0.488
1752172680.254926,285795.000,45470,3,GY,1,100,-0.244
1752172680.294926,285835.000,45485,2,GY,1,100,-0.458
1752172680.334926,285875.000,45485,2,GY,1,100,0.458
1752172680.374926,285915.000,45504,3,GY,1,100,1.282
1752172680.414927,285955.000,45504,3,GY,1,100,1.343
1752172680.454927,285995.000,45504,3,GY,1,100,1.007
1752172680.494927,286035.000,45520,2,GY,1,100,-0.092
1752172680.534928,286075.000,45520,2,GY,1,100,-0.183
1752172680.574928,286115.000,45537,3,GY,1,100,0.214
1752172680.614928,286155.000,45537,3,GY,1,100,0.153
1752172680.654929,286195.000,45537,3,GY,1,100,0.519
1752172680.694929,286235.000,45556,3,GY,1,100,0.214
1752172680.734929,286275.000,45556,3,GY,1,100,-0.031
1752172680.774930,286315.000,45556,3,GY,1,100,0.397
1752172680.814930,286355.000,45571,2,GY,1,100,0.397
1752172680.854930,286395.000,45571,2,GY,1,100,-0.458
1752172680.894931,286435.000,45587,3,GY,1,100,0.366
1752172680.934931,286475.000,45587,3,GY,1,100,1.068
1752172680.974931,286515.000,45587,3,GY,1,100,0.793
1752172681.014932,286555.000,45605,2,GY,1,100,0.793
1752172681.054932,286595.000,45605,2,GY,1,100,0.671
1752172681.094932,286635.000,45621,3,GY,1,100,0.244
1752172681.134933,286675.000,45621,3,GY,1,100,0.549
1752172681.174933,286715.000,45621,3,GY,1,100,0.519
1752172681.214933,286755.000,45640,2,GY,1,100,0.122
1752172681.254934,286795.000,45640,2,GY,1,100,0.458
1752172681.294934,286835.000,45657,3,GY,1,100,0.610
1752172681.334934,286875.000,45657,3,GY,1,100,0.397
1752172681.374935,286915.000,45657,3,GY,1,100,0.854
1752172681.414935,286955.000,45676,2,GY,1,100,0.031
1752172681.454935,286995.000,45676,2,GY,1,100,0.427
1752172681.494936,287035.000,45694,3,GY,1,100,1.526
1752172681.534936,287075.000,45694,3,GY,1,100,1.434
1752172681.574936,287115.000,45694,3,GY,1,100,0.854
1752172681.614937,287155.000,45709,2,GY,1,100,0.488
1752172681.654937,287195.000,45709,2,GY,1,100,0.549
1752172681.694937,287235.000,45728,3,GY,1,100,0.488
