LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,AZ
1752172666.229811,271770.000,43123,3,AZ,1,100,0.154
1752172666.269812,271810.000,43123,3,AZ,1,100,0.151
1752172666.309812,271850.000,43123,3,AZ,1,100,0.155
1752172666.349812,271890.000,43141,3,AZ,1,100,0.154
1752172666.389813,271930.000,43141,3,AZ,1,100,0.152
1752172666.429813,271970.000,43141,3,AZ,1,100,0.154
1752172666.469813,272010.000,43159,2,AZ,1,100,0.153
1752172666.509814,272050.000,43159,2,AZ,1,100,0.160
1752172666.549814,272090.000,43174,3,AZ,1,100,0.155
1752172666.589814,272130.000,43174,3,AZ,1,100,0.153
1752172666.629815,272170.000,43174,3,AZ,1,100,0.151
1752172666.669815,272210.000,43191,2,AZ,1,100,0.149
1752172666.709815,272250.000,43191,2,AZ,1,100,0.151
1752172666.749816,272290.000,43210,3,AZ,1,100,0.154
1752172666.789816,272330.000,43210,3,AZ,1,100,0.152
1752172666.829816,272370.000,43210,3,AZ,1,100,0.153
1752172666.869817,272410.000,43226,2,AZ,1,100,0.151
1752172666.909817,272450.000,43226,2,AZ,1,100,0.151
1752172666.949817,272490.000,43242,3,AZ,1,100,0.152
1752172666.989818,272530.000,43242,3,AZ,1,100,0.151
1752172667.029818,272570.000,43242,3,AZ,1,100,0.155
1752172667.069818,272610.000,43258,2,AZ,1,100,0.152
1752172667.109819,272650.000,43258,2,AZ,1,100,0.152
1752172667.149819,272690.000,43275,3,AZ,1,100,0.151
1752172667.189819,272730.000,43275,3,AZ,1,100,0.148
1752172667.229820,272770.000,43275,3,AZ,1,100,0.148
1752172667.269820,272810.000,43293,2,AZ,1,100,0.149
1752172667.309820,272850.000,43293,2,AZ,1,100,0.153
1752172667.349821,272890.000,43311,3,AZ,1,100,0.153
1752172667.389821,272930.000,43311,3,AZ,1,100,0.156
1752172667.429821,272970.000,43311,3,AZ,1,100,0.156
1752172667.469822,273010.000,43332,4,AZ,1,100,0.159
1752172667.509822,273050.000,43332,4,AZ,1,100,0.151
1752172667.549822,273090.000,43332,4,AZ,1,100,0.153
1752172667.589822,273130.000,43332,4,AZ,1,100,0.157
1752172667.629823,273170.000,43347,2,AZ,1,100,0.156
1752172667.669823,273210.000,43347,2,AZ,1,100,0.156
1752172667.709823,273250.000,43364,3,AZ,1,100,0.157
1752172667.749824,273290.000,43364,3,AZ,1,100,0.153
1752172667.789824,273330.000,43364,3,AZ,1,100,0.152
1752172667.829824,273370.000,43381,2,AZ,1,100,0.152
1752172667.869825,273410.000,43381,2,AZ,1,100,0.152
1752172667.909825,273450.000,43399,3,AZ,1,100,0.155
1752172667.949825,273490.000,43399,3,AZ,1,100,0.152
1752172667.989826,273530.000,43399,3,AZ,1,100,0.153
1752172668.029826,273570.000,43416,2,AZ,1,100,0.155
1752172668.069826,273610.000,43416,2,AZ,1,100,0.152
1752172668.109827,273650.000,43431,3,AZ,1,100,0.155
1752172668.149827,273690.000,43431,3,AZ,1,100,0.158
1752172668.189827,273730.000,43431,3,AZ,1,100,0.157
1752172668.225161,273765.333,43448,3,AZ,1,100,0.158
1752172668.260495,273800.667,43448,3,AZ,1,100,0.162
1752172668.295828,273836.000,43448,3,AZ,1,100,0.156
1752172668.336329,273876.500,43465,2,AZ,1,100,0.159
1752172668.376829,273917.000,43465,2,AZ,1,100,0.157
1752172668.416496,273956.667,43484,3,AZ,1,100,0.154
1752172668.456163,273996.333,43484,3,AZ,1,100,0.153
1752172668.495830,274036.000,43484,3,AZ,1,100,0.153
1752172668.535830,274076.000,43498,2,AZ,1,100,0.154
1752172668.575831,274116.000,43498,2,AZ,1,100,0.155
1752172668.615831,274156.000,43516,3,AZ,1,100,0.152
1752172668.655831,274196.000,43516,3,AZ,1,100,0.154
1752172668.695831,274236.000,43516,3,AZ,1,100,0.157
1752172668.735832,274276.000,43532,3,AZ,1,100,0.156
1752172668.775832,274316.000,43532,3,AZ,1,100,0.157
1752172668.815832,274356.000,43532,3,AZ,1,100,0.157
1752172668.855833,274396.000,43549,2,AZ,1,100,0.157
1752172668.895833,274436.000,43549,2,AZ,1,100,0.159
1752172668.936167,274476.333,43567,3,AZ,1,100,0.161
1752172668.976500,274516.667,43567,3,AZ,1,100,0.163
1752172669.016834,274557.000,43567,3,AZ,1,100,0.159
1752172669.056334,274596.500,43585,2,AZ,1,100,0.160
1752172669.095835,274636.000,43585,2,AZ,1,100,0.160
1752172669.136168,274676.333,43601,3,AZ,1,100,0.158
1752172669.176502,274716.667,43601,3,AZ,1,100,0.151
1752172669.216836,274757.000,43601,3,AZ,1,100,0.155
1752172669.256836,274797.000,43618,2,AZ,1,100,0.154
1752172669.296836,274837.000,43618,2,AZ,1,100,0.156
1752172669.336837,274877.000,43633,3,AZ,1,100,0.155
1752172669.376837,274917.000,43633,3,AZ,1,100,0.152
1752172669.416837,274957.000,43633,3,AZ,1,100,0.156
1752172669.456838,274997.000,43652,2,AZ,1,100,0.153
1752172669.496838,275037.000,43652,2,AZ,1,100,0.152
1752172669.536838,275077.000,43670,3,AZ,1,100,0.154
1752172669.576839,275117.000,43670,3,AZ,1,100,0.155
1752172669.616839,275157.000,43670,3,AZ,1,100,0.160
1752172669.656839,275197.000,43690,2,AZ,1,100,0.158
1752172669.696840,275237.000,43690,2,AZ,1,100,0.156
1752172669.736840,275277.000,43704,3,AZ,1,100,0.153
1752172669.776840,275317.000,43704,3,AZ,1,100,0.158
1752172669.816841,275357.000,43704,3,AZ,1,100,0.159
1752172669.856841,275397.000,43723,2,AZ,1,100,0.160
1752172669.896841,275437.000,43723,2,AZ,1,100,0.157
1752172669.936842,275477.000,43739,3,AZ,1,100,0.158
1752172669.976842,275517.000,43739,3,AZ,1,100,0.156
1752172670.016842,275557.000,43739,3,AZ,1,100,0.157
1752172670.056843,275597.000,43761,3,AZ,1,100,0.158
1752172670.096843,275637.000,43761,3,AZ,1,100,0.155
1752172670.136843,275677.000,43761,3,AZ,1,100,0.157
1752172670.176844,275717.000,43776,2,AZ,1,100,0.160
1752172670.216844,275757.000,43776,2,AZ,1,100,0.150
1752172670.256844,275797.000,43794,3,AZ,1,100,0.144
1752172670.296845,275837.000,43794,3,AZ,1,100,0.154
1752172670.336845,275877.000,43794,3,AZ,1,100,0.167
1752172670.376845,275917.000,43811,2,AZ,1,100,0.171
1752172670.416845,275957.000,43811,2,AZ,1,100,0.173
1752172670.456846,275997.000,43830,3,AZ,1,100,0.168
1752172670.496846,276037.000,43830,3,AZ,1,100,0.156
1752172670.536846,276077.000,43830,3,AZ,1,100,0.151
1752172670.576847,276117.000,43845,2,AZ,1,100,0.148
1752172670.616847,276157.000,43845,2,AZ,1,100,0.150
1752172670.656847,276197.000,43864,3,AZ,1,100,0.154
1752172670.696848,276237.000,43864,3,AZ,1,100,0.156
1752172670.736848,276277.000,43864,3,AZ,1,100,0.155
1752172670.776848,276317.000,43882,2,AZ,1,100,0.157
1752172670.816849,276357.000,43882,2,AZ,1,100,0.155
1752172670.856849,276397.000,43899,3,AZ,1,100,0.156
1752172670.896849,276437.000,43899,3,AZ,1,100,0.156
1752172670.936850,276477.000,43899,3,AZ,1,100,0.166
1752172670.976850,276517.000,43918,2,AZ,1,100,0.172
1752172671.016850,276557.000,43918,2,AZ,1,100,0.177
1752172671.056851,276597.000,43933,3,AZ,1,100,0.174
1752172671.096851,276637.000,43933,3,AZ,1,100,0.165
1752172671.136851,276677.000,43933,3,AZ,1,100,0.157
1752172671.176852,276717.000,43953,2,AZ,1,100,0.152
1752172671.216852,276757.000,43953,2,AZ,1,100,0.153
1752172671.256852,276797.000,43970,3,AZ,1,100,0.153
1752172671.296853,276837.000,43970,3,AZ,1,100,0.157
1752172671.336853,276877.000,43970,3,AZ,1,100,0.164
1752172671.376853,276917.000,43989,2,AZ,1,100,0.158
1752172671.416854,276957.000,43989,2,AZ,1,100,0.158
1752172671.456854,276997.000,44004,3,AZ,1,100,0.165
1752172671.496854,277037.000,44004,3,AZ,1,100,0.165
1752172671.536855,277077.000,44004,3,AZ,1,100,0.167
1752172671.576855,277117.000,44022,3,AZ,1,100,0.167
1752172671.616855,277157.000,44022,3,AZ,1,100,0.176
1752172671.656856,277197.000,44022,3,AZ,1,100,0.184
1752172671.696856,277237.000,44040,2,AZ,1,100,0.183
1752172671.736856,277277.000,44040,2,AZ,1,100,0.184
1752172671.776857,277317.000,44058,3,AZ,1,100,0.189
1752172671.816857,277357.000,44058,3,AZ,1,100,0.187
1752172671.856857,277397.000,44058,3,AZ,1,100,0.189
1752172671.896858,277437.000,44075,2,AZ,1,100,0.202
1752172671.936858,277477.000,44075,2,AZ,1,100,0.189
1752172671.976858,277517.000,44092,3,AZ,1,100,0.182
1752172672.016859,277557.000,44092,3,AZ,1,100,0.179
1752172672.056859,277597.000,44092,3,AZ,1,100,0.174
1752172672.096859,277637.000,44109,2,AZ,1,100,0.168
1752172672.136859,277677.000,44109,2,AZ,1,100,0.151
1752172672.172193,277712.333,44125,3,AZ,1,100,0.143
1752172672.207527,277747.667,44125,3,AZ,1,100,0.147
1752172672.242860,277783.000,44125,3,AZ,1,100,0.171
1752172672.282861,277823.000,44142,3,AZ,1,100,0.183
1752172672.322861,277863.000,44142,3,AZ,1,100,0.176
1752172672.362861,277903.000,44142,3,AZ,1,100,0.172
1752172672.402862,277943.000,44159,2,AZ,1,100,0.172
1752172672.442862,277983.000,44159,2,AZ,1,100,0.163
1752172672.482862,278023.000,44176,3,AZ,1,100,0.158
1752172672.522863,278063.000,44176,3,AZ,1,100,0.194
1752172672.562863,278103.000,44176,3,AZ,1,100,0.202
1752172672.602863,278143.000,44199,3,AZ,1,100,0.206
1752172672.642864,278183.000,44199,3,AZ,1,100,0.214
1752172672.682864,278223.000,44199,3,AZ,1,100,0.227
1752172672.722864,278263.000,44215,3,AZ,1,100,0.202
1752172672.762865,278303.000,44215,3,AZ,1,100,0.187
1752172672.802865,278343.000,44215,3,AZ,1,100,0.186
1752172672.842865,278383.000,44234,2,AZ,1,100,0.188
1752172672.882866,278423.000,44234,2,AZ,1,100,0.209
1752172672.922866,278463.000,44248,3,AZ,1,100,0.236
1752172672.962866,278503.000,44248,3,AZ,1,100,0.230
1752172673.002867,278543.000,44248,3,AZ,1,100,0.243
1752172673.042867,278583.000,44266,3,AZ,1,100,0.259
1752172673.082867,278623.000,44266,3,AZ,1,100,0.269
1752172673.122868,278663.000,44266,3,AZ,1,100,0.271
1752172673.162868,278703.000,44282,2,AZ,1,100,0.263
1752172673.202868,278743.000,44282,2,AZ,1,100,0.250
1752172673.242868,278783.000,44299,3,AZ,1,100,0.233
1752172673.282869,278823.000,44299,3,AZ,1,100,0.211
1752172673.322869,278863.000,44299,3,AZ,1,100,0.206
1752172673.362869,278903.000,44314,2,AZ,1,100,0.217
1752172673.402870,278943.000,44314,2,AZ,1,100,0.235
1752172673.442870,278983.000,44333,3,AZ,1,100,0.246
1752172673.482870,279023.000,44333,3,AZ,1,100,0.261
1752172673.522871,279063.000,44333,3,AZ,1,100,0.275
1752172673.562871,279103.000,44349,2,AZ,1,100,0.286
1752172673.602871,279143.000,44349,2,AZ,1,100,0.296
1752172673.642872,279183.000,44367,3,AZ,1,100,0.297
1752172673.682872,279223.000,44367,3,AZ,1,100,0.290
1752172673.722872,279263.000,44367,3,AZ,1,100,0.279
1752172673.762873,279303.000,44381,2,AZ,1,100,0.278
1752172673.802873,279343.000,44381,2,AZ,1,100,0.285
1752172673.842873,279383.000,44398,3,AZ,1,100,0.301
1752172673.882874,279423.000,44398,3,AZ,1,100,0.301
1752172673.922874,279463.000,44398,3,AZ,1,100,0.303
1752172673.962874,279503.000,44418,2,AZ,1,100,0.324
1752172674.002875,279543.000,44418,2,AZ,1,100,0.310
1752172674.042875,279583.000,44436,3,AZ,1,100,0.310
1752172674.082875,279623.000,44436,3,AZ,1,100,0.315
1752172674.122876,279663.000,44436,3,AZ,1,100,0.313
1752172674.162876,279703.000,44451,2,AZ,1,100,0.305
1752172674.202876,279743.000,44451,2,AZ,1,100,0.280
1752172674.242877,279783.000,44469,3,AZ,1,100,0.278
1752172674.282877,279823.000,44469,3,AZ,1,100,0.284
1752172674.322877,279863.000,44469,3,AZ,1,100,0.293
1752172674.362878,279903.000,44486,2,AZ,1,100,0.287
1752172674.402878,279943.000,44486,2,AZ,1,100,0.271
1752172674.442878,279983.000,44503,3,AZ,1,100,0.262
1752172674.482879,280023.000,44503,3,AZ,1,100,0.243
1752172674.522879,280063.000,44503,3,AZ,1,100,0.260
1752172674.562879,280103.000,44520,2,AZ,1,100,0.267
1752172674.602880,280143.000,44520,2,AZ,1,100,0.281
1752172674.642547,280182.667,44539,3,AZ,1,100,0.294
1752172674.682214,280222.333,44539,3,AZ,1,100,0.292
1752172674.721881,280262.000,44539,3,AZ,1,100,0.288
1752172674.762214,280302.333,44555,3,AZ,1,100,0.282
1752172674.802548,280342.667,44555,3,AZ,1,100,0.287
1752172674.842881,280383.000,44555,3,AZ,1,100,0.292
1752172674.882382,280422.500,44572,2,AZ,1,100,0.284
1752172674.921882,280462.000,44572,2,AZ,1,100,0.278
1752172674.962216,280502.333,44589,3,AZ,1,100,0.275
1752172675.002549,280542.667,44589,3,AZ,1,100,0.281
1752172675.042883,280583.000,44589,3,AZ,1,100,0.291
1752172675.082383,280622.500,44608,2,AZ,1,100,0.290
1752172675.121884,280662.000,44608,2,AZ,1,100,0.291
1752172675.161884,280702.000,44624,3,AZ,1,100,0.285
1752172675.201884,280742.000,44624,3,AZ,1,100,0.288
1752172675.241885,280782.000,44624,3,AZ,1,100,0.278
1752172675.281885,280822.000,44641,2,AZ,1,100,0.274
1752172675.321885,280862.000,44641,2,AZ,1,100,0.269
1752172675.361886,280902.000,44658,3,AZ,1,100,0.278
1752172675.401886,280942.000,44658,3,AZ,1,100,0.280
1752172675.441886,280982.000,44658,3,AZ,1,100,0.287
1752172675.481887,281022.000,44673,2,AZ,1,100,0.284
1752172675.521887,281062.000,44673,2,AZ,1,100,0.289
1752172675.562221,281102.333,44691,3,AZ,1,100,0.275
1752172675.602554,281142.667,44691,3,AZ,1,100,0.270
1752172675.642888,281183.000,44691,3,AZ,1,100,0.262
1752172675.682388,281222.500,44709,2,AZ,1,100,0.280
1752172675.721889,281262.000,44709,2,AZ,1,100,0.294
1752172675.762222,281302.333,44727,3,AZ,1,100,0.303
1752172675.802556,281342.667,44727,3,AZ,1,100,0.301
1752172675.842890,281383.000,44727,3,AZ,1,100,0.289
1752172675.882890,281423.000,44742,2,AZ,1,100,0.282
1752172675.922890,281463.000,44742,2,AZ,1,100,0.277
1752172675.958557,281498.667,44759,3,AZ,1,100,0.280
1752172675.994224,281534.333,44759,3,AZ,1,100,0.281
1752172676.029891,281570.000,44759,3,AZ,1,100,0.283
1752172676.069891,281610.000,44776,3,AZ,1,100,0.283
1752172676.109892,281650.000,44776,3,AZ,1,100,0.287
1752172676.149892,281690.000,44776,3,AZ,1,100,0.280
1752172676.189892,281730.000,44794,2,AZ,1,100,0.273
1752172676.229893,281770.000,44794,2,AZ,1,100,0.273
1752172676.269893,281810.000,44809,3,AZ,1,100,0.260
1752172676.309893,281850.000,44809,3,AZ,1,100,0.269
1752172676.349894,281890.000,44809,3,AZ,1,100,0.270
1752172676.389894,281930.000,44828,2,AZ,1,100,0.268
1752172676.429894,281970.000,44828,2,AZ,1,100,0.266
1752172676.469895,282010.000,44845,3,AZ,1,100,0.268
1752172676.509895,282050.000,44845,3,AZ,1,100,0.268
1752172676.549895,282090.000,44845,3,AZ,1,100,0.267
1752172676.589896,282130.000,44861,3,AZ,1,100,0.276
1752172676.629896,282170.000,44861,3,AZ,1,100,0.274
1752172676.669896,282210.000,44861,3,AZ,1,100,0.280
1752172676.709897,282250.000,44880,2,AZ,1,100,0.282
1752172676.749897,282290.000,44880,2,AZ,1,100,0.277
1752172676.789897,282330.000,44895,3,AZ,1,100,0.278
1752172676.829898,282370.000,44895,3,AZ,1,100,0.273
1752172676.869898,282410.000,44895,3,AZ,1,100,0.282
1752172676.909898,282450.000,44914,2,AZ,1,100,0.269
1752172676.949899,282490.000,44914,2,AZ,1,100,0.269
1752172676.989899,282530.000,44931,3,AZ,1,100,0.271
1752172677.029899,282570.000,44931,3,AZ,1,100,0.270
1752172677.069900,282610.000,44931,3,AZ,1,100,0.273
1752172677.109900,282650.000,44948,2,AZ,1,100,0.273
1752172677.149900,282690.000,44948,2,AZ,1,100,0.265
1752172677.189901,282730.000,44964,3,AZ,1,100,0.261
1752172677.229901,282770.000,44964,3,AZ,1,100,0.263
1752172677.269901,282810.000,44964,3,AZ,1,100,0.266
1752172677.309902,282850.000,44982,2,AZ,1,100,0.263
1752172677.349902,282890.000,44982,2,AZ,1,100,0.267
1752172677.389902,282930.000,44998,3,AZ,1,100,0.278
1752172677.429903,282970.000,44998,3,AZ,1,100,0.270
1752172677.469903,283010.000,44998,3,AZ,1,100,0.267
1752172677.509903,283050.000,45015,2,AZ,1,100,0.270
1752172677.549904,283090.000,45015,2,AZ,1,100,0.267
1752172677.589571,283129.667,45029,3,AZ,1,100,0.269
1752172677.629237,283169.333,45029,3,AZ,1,100,0.276
1752172677.668904,283209.000,45029,3,AZ,1,100,0.277
1752172677.708905,283249.000,45054,4,AZ,1,100,0.275
1752172677.748905,283289.000,45054,4,AZ,1,100,0.274
1752172677.788905,283329.000,45054,4,AZ,1,100,0.270
1752172677.828906,283369.000,45054,4,AZ,1,100,0.271
1752172677.869406,283409.500,45071,2,AZ,1,100,0.272
1752172677.909906,283450.000,45071,2,AZ,1,100,0.270
1752172677.949573,283489.667,45088,3,AZ,1,100,0.278
1752172677.989240,283529.333,45088,3,AZ,1,100,0.274
1752172678.028907,283569.000,45088,3,AZ,1,100,0.269
1752172678.069408,283609.500,45107,2,AZ,1,100,0.268
1752172678.109908,283650.000,45107,2,AZ,1,100,0.270
1752172678.149575,283689.667,45123,3,AZ,1,100,0.274
1752172678.189242,283729.333,45123,3,AZ,1,100,0.273
1752172678.228909,283769.000,45123,3,AZ,1,100,0.270
1752172678.268909,283809.000,45140,2,AZ,1,100,0.270
1752172678.308910,283849.000,45140,2,AZ,1,100,0.268
1752172678.348910,283889.000,45160,3,AZ,1,100,0.269
1752172678.388910,283929.000,45160,3,AZ,1,100,0.272
1752172678.428911,283969.000,45160,3,AZ,1,100,0.271
1752172678.468911,284009.000,45176,2,AZ,1,100,0.271
1752172678.508911,284049.000,45176,2,AZ,1,100,0.274
1752172678.548912,284089.000,45195,3,AZ,1,100,0.270
1752172678.588912,284129.000,45195,3,AZ,1,100,0.266
1752172678.628912,284169.000,45195,3,AZ,1,100,0.269
1752172678.668913,284209.000,45210,2,AZ,1,100,0.272
1752172678.708913,284249.000,45210,2,AZ,1,100,0.275
1752172678.748913,284289.000,45227,3,AZ,1,100,0.274
1752172678.788914,284329.000,45227,3,AZ,1,100,0.273
1752172678.828914,284369.000,45227,3,AZ,1,100,0.273
1752172678.868914,284409.000,45243,3,AZ,1,100,0.273
1752172678.908915,284449.000,45243,3,AZ,1,100,0.270
1752172678.948915,284489.000,45243,3,AZ,1,100,0.270
1752172678.988915,284529.000,45265,2,AZ,1,100,0.267
1752172679.028916,284569.000,45265,2,AZ,1,100,0.269
1752172679.068916,284609.000,45279,3,AZ,1,100,0.276
1752172679.108916,284649.000,45279,3,AZ,1,100,0.269
1752172679.148917,284689.000,45279,3,AZ,1,100,0.266
1752172679.188917,284729.000,45296,2,AZ,1,100,0.259
1752172679.228917,284769.000,45296,2,AZ,1,100,0.268
1752172679.268917,284809.000,45312,3,AZ,1,100,0.271
1752172679.308918,284849.000,45312,3,AZ,1,100,0.279
1752172679.348918,284889.000,45312,3,AZ,1,100,0.275
1752172679.388918,284929.000,45332,2,AZ,1,100,0.272
1752172679.428919,284969.000,45332,2,AZ,1,100,0.274
1752172679.468919,285009.000,45348,3,AZ,1,100,0.277
1752172679.508919,285049.000,45348,3,AZ,1,100,0.276
1752172679.548920,285089.000,45348,3,AZ,1,100,0.272
1752172679.588920,285129.000,45367,2,AZ,1,100,0.270
1752172679.628920,285169.000,45367,2,AZ,1,100,0.269
1752172679.668921,285209.000,45384,3,AZ,1,100,0.269
1752172679.708921,285249.000,45384,3,AZ,1,100,0.266
1752172679.748921,285289.000,45384,3,AZ,1,100,0.267
1752172679.788922,285329.000,45401,2,AZ,1,100,0.270
1752172679.828922,285369.000,45401,2,AZ,1,100,0.275
1752172679.868922,285409.000,45415,3,AZ,1,100,0.277
1752172679.908923,285449.000,45415,3,AZ,1,100,0.272
1752172679.948923,285489.000,45415,3,AZ,1,100,0.270
1752172679.988923,285529.000,45433,2,AZ,1,100,0.270
1752172680.028924,285569.000,45433,2,AZ,1,100,0.270
1752172680.064257,285604.333,45451,3,AZ,1,100,0.275
1752172680.099591,285639.667,45451,3,AZ,1,100,0.272
1752172680.134925,285675.000,45451,3,AZ,1,100,0.278
1752172680.174925,285715.000,45468,3,AZ,1,100,0.271
1752172680.214925,285755.000,45468,3,AZ,1,100,0.272
1752172680.254926,285795.000,45468,3,AZ,1,100,0.268
1752172680.294926,285835.000,45483,2,AZ,1,100,0.263
1752172680.334926,285875.000,45483,2,AZ,1,100,0.265
1752172680.374926,285915.000,45502,3,AZ,1,100,0.269
1752172680.414927,285955.000,45502,3,AZ,1,100,0.273
1752172680.454927,285995.000,45502,3,AZ,1,100,0.274
1752172680.494927,286035.000,45518,2,AZ,1,100,0.271
1752172680.534928,286075.000,45518,2,AZ,1,100,0.271
1752172680.574928,286115.000,45535,3,AZ,1,100,0.271
1752172680.614928,286155.000,45535,3,AZ,1,100,0.271
1752172680.654929,286195.000,45535,3,AZ,1,100,0.271
1752172680.694929,286235.000,45554,3,AZ,1,100,0.270
1752172680.734929,286275.000,45554,3,AZ,1,100,0.265
1752172680.774930,286315.000,45554,3,AZ,1,100,0.272
1752172680.814930,286355.000,45569,2,AZ,1,100,0.267
1752172680.854930,286395.000,45569,2,AZ,1,100,0.264
1752172680.894931,286435.000,45585,3,AZ,1,100,0.268
1752172680.934931,286475.000,45585,3,AZ,1,100,0.271
1752172680.974931,286515.000,45585,3,AZ,1,100,0.271
1752172681.014932,286555.000,45603,2,AZ,1,100,0.270
1752172681.054932,286595.000,45603,2,AZ,1,100,0.272
1752172681.094932,286635.000,45619,3,AZ,1,100,0.271
1752172681.134933,286675.000,45619,3,AZ,1,100,0.272
1752172681.174933,286715.000,45619,3,AZ,1,100,0.271
1752172681.214933,286755.000,45638,2,AZ,1,100,0.268
1752172681.254934,286795.000,45638,2,AZ,1,100,0.270
1752172681.294934,286835.000,45655,3,AZ,1,100,0.269
1752172681.334934,286875.000,45655,3,AZ,1,100,0.271
1752172681.374935,286915.000,45655,3,AZ,1,100,0.271
1752172681.414935,286955.000,45674,2,AZ,1,100,0.264
1752172681.454935,286995.000,45674,2,AZ,1,100,0.267
1752172681.494936,287035.000,45692,3,AZ,1,100,0.271
1752172681.534936,287075.000,45692,3,AZ,1,100,0.274
1752172681.574936,287115.000,45692,3,AZ,1,100,0.275
1752172681.614937,287155.000,45707,2,AZ,1,100,0.272
1752172681.654937,287195.000,45707,2,AZ,1,100,0.274
1752172681.694937,287235.000,45726,3,AZ,1,100,0.273
1752172681.734938,287275.000,45726,3,AZ,1,100,0.271
1752172681.774938,287315.000,45726,3,AZ,1,100,0.270
1752172681.814938,287355.000,45743,2,AZ,1,100,0.272
1752172681.854939,287395.000,45743,2,AZ,1,100,0.271
1752172681.894939,287435.000,45759,3,AZ,1,100,0.273
1752172681.934939,287475.000,45759,3,AZ,1,100,0.272
1752172681.974940,287515.000,45759,3,AZ,1,100,0.268
1752172682.014940,287555.000,45777,3,AZ,1,100,0.267
1752172682.054940,287595.000,45777,3,AZ,1,100,0.275
1752172682.094940,287635.000,45777,3,AZ,1,100,0.271
1752172682.134941,287675.000,45793,2,AZ,1,100,0.277
1752172682.174941,287715.000,45793,2,AZ,1,100,0.276
