TE0,TE1,TL0,TL1,TimeSyncsReceived,EmotiBitStartTime, EmotiBitEndTime, DataParserVersion
283273.000000,513543.000000,1752172677.732905,1752172908.004778,53,269316,1.0171e+06,1.11.4
