LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,AY
1752622340.492632,152439.000,22907,3,AY,1,100,-0.009
1752622340.532632,152479.000,22924,2,AY,1,100,-0.016
1752622340.572633,152519.000,22924,2,AY,1,100,-0.019
1752622340.612633,152559.000,22943,3,AY,1,100,-0.016
1752622340.652633,152599.000,22943,3,AY,1,100,-0.012
1752622340.692634,152639.000,22943,3,AY,1,100,-0.019
1752622340.732134,152678.500,22957,2,AY,1,100,-0.023
1752622340.771634,152718.000,22957,2,AY,1,100,-0.020
1752622340.811635,152758.000,22977,3,AY,1,100,-0.021
1752622340.851635,152798.000,22977,3,AY,1,100,-0.016
1752622340.891635,152838.000,22977,3,AY,1,100,-0.013
1752622340.931636,152878.000,22993,2,AY,1,100,-0.014
1752622340.971636,152918.000,22993,2,AY,1,100,-0.018
1752622341.011636,152958.000,23012,3,AY,1,100,-0.021
1752622341.051636,152998.000,23012,3,AY,1,100,-0.006
1752622341.091637,153038.000,23012,3,AY,1,100,-0.014
1752622341.131637,153078.000,23027,2,AY,1,100,-0.018
1752622341.171637,153118.000,23027,2,AY,1,100,-0.013
1752622341.211638,153158.000,23044,3,AY,1,100,-0.012
1752622341.251638,153198.000,23044,3,AY,1,100,-0.010
1752622341.291638,153238.000,23044,3,AY,1,100,-0.013
1752622341.331639,153278.000,23060,2,AY,1,100,-0.020
1752622341.371639,153318.000,23060,2,AY,1,100,-0.015
1752622341.411639,153358.000,23077,3,AY,1,100,-0.018
1752622341.451640,153398.000,23077,3,AY,1,100,-0.024
1752622341.491640,153438.000,23077,3,AY,1,100,-0.020
1752622341.531640,153478.000,23096,3,AY,1,100,-0.023
1752622341.571641,153518.000,23096,3,AY,1,100,-0.017
1752622341.611641,153558.000,23096,3,AY,1,100,-0.010
1752622341.652141,153598.500,23113,2,AY,1,100,-0.014
1752622341.692641,153639.000,23113,2,AY,1,100,-0.013
1752622341.732308,153678.667,23129,3,AY,1,100,-0.013
1752622341.771975,153718.333,23129,3,AY,1,100,-0.023
1752622341.811642,153758.000,23129,3,AY,1,100,-0.021
1752622341.852143,153798.500,23147,2,AY,1,100,-0.015
1752622341.892643,153839.000,23147,2,AY,1,100,-0.013
1752622341.932643,153879.000,23163,3,AY,1,100,-0.012
1752622341.972644,153919.000,23163,3,AY,1,100,-0.020
1752622342.012644,153959.000,23163,3,AY,1,100,-0.014
1752622342.052144,153998.500,23183,2,AY,1,100,-0.014
1752622342.091645,154038.000,23183,2,AY,1,100,-0.007
1752622342.131645,154078.000,23202,3,AY,1,100,-0.015
1752622342.171645,154118.000,23202,3,AY,1,100,-0.024
