TE0,TE1,TL0,TL1,TimeSyncsReceived,EmotiBitStartTime, EmotiBitEndTime, DataParserVersion
596833.000000,1487238.000000,1752794216.425279,1752795106.833009,179,574841,1.48935e+06,1.11.4
