LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,GX
1752787788.199489,89163.000,12233,3,GX,1,100,-1.404
1752787788.239490,89203.000,12233,3,GX,1,100,-1.404
1752787788.279490,89243.000,12233,3,GX,1,100,-0.214
1752787788.319490,89283.000,12251,2,GX,1,100,0.610
1752787788.359491,89323.000,12251,2,GX,1,100,0.183
1752787788.399491,89363.000,12267,3,GX,1,100,-0.549
1752787788.439491,89403.000,12267,3,GX,1,100,-1.434
1752787788.479492,89443.000,12267,3,GX,1,100,-1.404
1752787788.519492,89483.000,12288,2,GX,1,100,-0.458
1752787788.559492,89523.000,12288,2,GX,1,100,0.031
1752787788.599493,89563.000,12303,3,GX,1,100,0.275
1752787788.639493,89603.000,12303,3,GX,1,100,0.305
1752787788.679493,89643.000,12303,3,GX,1,100,-0.702
1752787788.719494,89683.000,12320,2,GX,1,100,-0.916
1752787788.759494,89723.000,12320,2,GX,1,100,-1.465
1752787788.799494,89763.000,12336,3,GX,1,100,-1.129
1752787788.839495,89803.000,12336,3,GX,1,100,-0.061
1752787788.879495,89843.000,12336,3,GX,1,100,0.458
1752787788.919495,89883.000,12356,2,GX,1,100,0.031
1752787788.959496,89923.000,12356,2,GX,1,100,-0.519
1752787788.999496,89963.000,12370,3,GX,1,100,-1.129
1752787789.039496,90003.000,12370,3,GX,1,100,-0.824
1752787789.079497,90043.000,12370,3,GX,1,100,-0.946
1752787789.119497,90083.000,12391,3,GX,1,100,-1.038
1752787789.159497,90123.000,12391,3,GX,1,100,-0.641
1752787789.199498,90163.000,12391,3,GX,1,100,0.305
1752787789.239498,90203.000,12407,2,GX,1,100,0.763
1752787789.279498,90243.000,12407,2,GX,1,100,0.214
1752787789.319499,90283.000,12425,3,GX,1,100,-0.885
1752787789.359499,90323.000,12425,3,GX,1,100,-1.282
1752787789.399499,90363.000,12425,3,GX,1,100,-0.732
1752787789.439500,90403.000,12441,2,GX,1,100,-0.366
1752787789.479500,90443.000,12441,2,GX,1,100,-0.519
1752787789.519500,90483.000,12456,3,GX,1,100,-0.275
1752787789.559501,90523.000,12456,3,GX,1,100,0.244
1752787789.599501,90563.000,12456,3,GX,1,100,0.732
1752787789.639501,90603.000,12473,2,GX,1,100,0.031
1752787789.679502,90643.000,12473,2,GX,1,100,-0.702
1752787789.719502,90683.000,12492,3,GX,1,100,-0.854
1752787789.759502,90723.000,12492,3,GX,1,100,-0.732
1752787789.799503,90763.000,12492,3,GX,1,100,-0.916
1752787789.839503,90803.000,12510,2,GX,1,100,-1.862
1752787789.879503,90843.000,12510,2,GX,1,100,-2.441
1752787789.919837,90883.333,12526,3,GX,1,100,-0.916
1752787789.960171,90923.667,12526,3,GX,1,100,0.702
1752787790.000504,90964.000,12526,3,GX,1,100,1.709
1752787790.040505,91004.000,12542,2,GX,1,100,1.007
1752787790.080505,91044.000,12542,2,GX,1,100,-0.641
1752787790.120505,91084.000,12559,3,GX,1,100,-0.885
1752787790.160506,91124.000,12559,3,GX,1,100,-0.519
1752787790.200506,91164.000,12559,3,GX,1,100,-0.458
1752787790.240506,91204.000,12578,2,GX,1,100,-0.610
1752787790.280507,91244.000,12578,2,GX,1,100,-0.641
1752787790.320507,91284.000,12593,3,GX,1,100,-0.702
1752787790.360507,91324.000,12593,3,GX,1,100,-0.641
1752787790.400508,91364.000,12593,3,GX,1,100,-1.099
1752787790.440508,91404.000,12613,3,GX,1,100,-1.282
1752787790.480508,91444.000,12613,3,GX,1,100,-1.099
1752787790.520509,91484.000,12613,3,GX,1,100,-1.831
1752787790.560509,91524.000,12630,2,GX,1,100,-1.678
1752787790.600509,91564.000,12630,2,GX,1,100,-0.793
1752787790.640510,91604.000,12647,3,GX,1,100,0.549
1752787790.680510,91644.000,12647,3,GX,1,100,0.610
1752787790.720510,91684.000,12647,3,GX,1,100,-0.214
1752787790.760511,91724.000,12664,2,GX,1,100,1.312
1752787790.800511,91764.000,12664,2,GX,1,100,3.479
1752787790.840511,91804.000,12680,3,GX,1,100,3.296
1752787790.880512,91844.000,12680,3,GX,1,100,0.702
1752787790.920512,91884.000,12680,3,GX,1,100,-2.167
1752787790.960512,91924.000,12698,2,GX,1,100,-3.387
1752787791.000513,91964.000,12698,2,GX,1,100,-2.472
1752787791.040513,92004.000,12718,3,GX,1,100,-0.946
1752787791.080513,92044.000,12718,3,GX,1,100,0.427
1752787791.120514,92084.000,12718,3,GX,1,100,1.251
1752787791.160514,92124.000,12733,2,GX,1,100,0.946
1752787791.200514,92164.000,12733,2,GX,1,100,0.580
1752787791.240515,92204.000,12750,3,GX,1,100,-1.221
1752787791.280515,92244.000,12750,3,GX,1,100,-3.235
1752787791.320515,92284.000,12750,3,GX,1,100,-2.655
1752787791.360516,92324.000,12767,2,GX,1,100,-0.458
1752787791.400516,92364.000,12767,2,GX,1,100,0.519
1752787791.435849,92399.333,12790,3,GX,1,100,0.336
1752787791.471183,92434.667,12790,3,GX,1,100,-0.061
1752787791.506517,92470.000,12790,3,GX,1,100,-1.068
1752787791.546517,92510.000,12806,3,GX,1,100,-2.045
1752787791.586517,92550.000,12806,3,GX,1,100,-1.923
1752787791.626518,92590.000,12806,3,GX,1,100,-1.526
1752787791.666518,92630.000,12824,2,GX,1,100,-0.854
1752787791.706518,92670.000,12824,2,GX,1,100,-0.488
1752787791.746519,92710.000,12841,3,GX,1,100,-1.556
1752787791.786519,92750.000,12841,3,GX,1,100,-2.350
1752787791.826519,92790.000,12841,3,GX,1,100,-1.526
1752787791.866520,92830.000,12857,2,GX,1,100,0.031
1752787791.906520,92870.000,12857,2,GX,1,100,0.031
1752787791.946187,92909.667,12875,3,GX,1,100,-0.610
1752787791.985854,92949.333,12875,3,GX,1,100,-0.305
1752787792.025521,92989.000,12875,3,GX,1,100,-0.092
1752787792.066021,93029.500,12889,2,GX,1,100,0.122
1752787792.106522,93070.000,12889,2,GX,1,100,-0.641
1752787792.146189,93109.667,12908,3,GX,1,100,-1.007
1752787792.185856,93149.333,12908,3,GX,1,100,-0.366
1752787792.225523,93189.000,12908,3,GX,1,100,-0.214
1752787792.265523,93229.000,12927,3,GX,1,100,-0.946
1752787792.305523,93269.000,12927,3,GX,1,100,-2.289
1752787792.345524,93309.000,12927,3,GX,1,100,-1.617
1752787792.385524,93349.000,12946,2,GX,1,100,-0.458
1752787792.425524,93389.000,12946,2,GX,1,100,-0.244
1752787792.465525,93429.000,12960,3,GX,1,100,-1.221
1752787792.505525,93469.000,12960,3,GX,1,100,-2.350
1752787792.545525,93509.000,12960,3,GX,1,100,-1.770
1752787792.585526,93549.000,12978,2,GX,1,100,-0.732
1752787792.625526,93589.000,12978,2,GX,1,100,0.183
1752787792.665526,93629.000,12996,3,GX,1,100,-0.244
1752787792.705527,93669.000,12996,3,GX,1,100,-1.038
1752787792.745527,93709.000,12996,3,GX,1,100,-0.214
1752787792.786027,93749.500,13013,2,GX,1,100,0.092
1752787792.826528,93790.000,13013,2,GX,1,100,-0.610
1752787792.866528,93830.000,13029,3,GX,1,100,-0.793
1752787792.906528,93870.000,13029,3,GX,1,100,-0.824
1752787792.946529,93910.000,13029,3,GX,1,100,-0.427
1752787792.986029,93949.500,13049,2,GX,1,100,0.549
1752787793.025529,93989.000,13049,2,GX,1,100,0.824
1752787793.065530,94029.000,13065,3,GX,1,100,0.732
1752787793.105530,94069.000,13065,3,GX,1,100,0.061
1752787793.145530,94109.000,13065,3,GX,1,100,-0.610
