LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,RB
1752787774.764379,75728.000,10061,1,RB,1,100,2025-07-17_17-29-33-964833
1752787775.585385,76549.000,10104,1,RB,1,100,2025-07-17_17-29-34-069561
