LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,BI
1752701120.382207,396971,63661,1,BI,1,100,640
1752701121.022209,397611,63762,1,BI,1,100,640
1752701121.702210,398291,63880,1,BI,1,100,680
1752701122.382211,398971,63995,1,BI,1,100,680
1752701123.035213,399624,64096,1,BI,1,100,640
1752701123.715214,400304,64219,1,BI,1,100,680
1752701124.355215,400944,64320,1,BI,1,100,640
1752701124.995217,401584,64425,1,BI,1,100,640
1752701125.635218,402224,64528,1,BI,1,100,640
1752701126.274219,402863,64648,1,BI,1,100,640
1752701126.954221,403543,64750,1,BI,1,100,680
1752701127.568222,404157,64852,1,BI,1,100,600
1752701128.288223,404877,64972,1,BI,1,100,720
1752701128.968225,405557,65098,1,BI,1,100,680
1752701129.607226,406196,65201,1,BI,1,100,640
1752701130.167227,406756,65287,1,BI,1,100,560
1752701130.767229,407356,65392,1,BI,1,100,600
1752701131.407230,407996,65509,1,BI,1,100,640
1752701131.927231,408516,58,1,BI,1,100,520
1752701132.660232,409249,175,1,BI,1,100,720
1752701133.340234,409929,293,1,BI,1,100,680
1752701133.980235,410569,403,1,BI,1,100,640
1752701134.580236,411169,501,1,BI,1,100,600
1752701135.180238,411769,606,1,BI,1,100,600
1752701135.780239,412369,711,1,BI,1,100,600
1752701136.420240,413009,816,1,BI,1,100,640
1752701137.073241,413662,934,1,BI,1,100,640
1752701137.753243,414342,1038,1,BI,1,100,680
1752701138.433244,415022,1158,1,BI,1,100,680
1752701139.033245,415622,1268,1,BI,1,100,600
1752701139.673247,416262,1370,1,BI,1,100,640
1752701140.273248,416862,1476,1,BI,1,100,600
1752701140.913249,417502,1578,1,BI,1,100,640
1752701141.593251,418182,1697,1,BI,1,100,680
1752701142.246252,418835,1818,1,BI,1,100,640
1752701142.886253,419475,1918,1,BI,1,100,640
1752701143.526255,420115,2019,1,BI,1,100,640
1752701144.166256,420755,2122,1,BI,1,100,640
1752701144.726257,421315,2232,1,BI,1,100,560
1752701145.326258,421915,2335,1,BI,1,100,600
1752701145.926260,422515,2440,1,BI,1,100,600
1752701146.659261,423248,2559,1,BI,1,100,720
1752701147.299262,423888,2662,1,BI,1,100,640
1752701147.979264,424568,2782,1,BI,1,100,680
1752701148.619265,425208,2880,1,BI,1,100,640
1752701149.259266,425848,3009,1,BI,1,100,640
1752701149.859268,426448,3111,1,BI,1,100,600
1752701150.419269,427008,3200,1,BI,1,100,560
1752701151.019270,427608,3305,1,BI,1,100,600
1752701151.672271,428261,3408,1,BI,1,100,640
1752701152.272273,428861,3510,1,BI,1,100,600
1752701152.992274,429581,3630,1,BI,1,100,720
1752701153.672275,430261,3749,1,BI,1,100,680
1752701154.352277,430941,3869,1,BI,1,100,680
1752701154.992278,431581,3977,1,BI,1,100,640
1752701155.632279,432221,4105,1,BI,1,100,640
1752701156.245281,432834,4208,1,BI,1,100,600
1752701156.805282,433394,4293,1,BI,1,100,560
1752701157.485283,434074,4415,1,BI,1,100,680
1752701158.125284,434714,4518,1,BI,1,100,640
1752701158.845286,435434,4637,1,BI,1,100,720
1752701159.525287,436114,4762,1,BI,1,100,680
1752701160.204289,436793,4881,1,BI,1,100,680
1752701160.938290,437527,5000,1,BI,1,100,720
1752701161.658292,438247,5121,1,BI,1,100,720
1752701162.298293,438887,5224,1,BI,1,100,640
1752701163.017294,439606,5342,1,BI,1,100,720
1752701163.737296,440326,5465,1,BI,1,100,720
1752701164.377297,440966,5585,1,BI,1,100,640
1752701165.097299,441686,5709,1,BI,1,100,720
1752701165.791300,442380,5833,1,BI,1,100,680
1752701166.390301,442979,5934,1,BI,1,100,600
1752701167.070303,443659,6039,1,BI,1,100,680
1752701167.750304,444339,6156,1,BI,1,100,680
1752701168.430306,445019,6274,1,BI,1,100,680
1752701169.150307,445739,6389,1,BI,1,100,720
1752701169.910309,446499,6512,1,BI,1,100,760
1752701170.643310,447232,6651,1,BI,1,100,720
1752701171.323311,447912,6756,1,BI,1,100,680
1752701171.963313,448552,6875,1,BI,1,100,640
1752701172.643314,449232,6980,1,BI,1,100,680
1752701173.323316,449912,7100,1,BI,1,100,680
1752701173.963317,450552,7201,1,BI,1,100,640
1752701174.643318,451232,7318,1,BI,1,100,680
1752701175.337320,451926,7445,1,BI,1,100,680
1752701175.936321,452525,7548,1,BI,1,100,600
1752701176.576322,453165,7648,1,BI,1,100,640
1752701177.256324,453845,7768,1,BI,1,100,680
1752701177.976325,454565,7890,1,BI,1,100,720
1752701178.776327,455365,8028,1,BI,1,100,800
1752701179.536328,456125,8144,1,BI,1,100,760
1752701180.309330,456898,8287,1,BI,1,100,760
1752701181.069331,457658,8403,1,BI,1,100,760
1752701181.789333,458378,8520,1,BI,1,100,720
1752701182.429334,459018,8644,1,BI,1,100,640
1752701183.069335,459658,8749,1,BI,1,100,640
1752701183.709337,460298,8854,1,BI,1,100,640
1752701184.362338,460951,8973,1,BI,1,100,640
1752701185.002339,461591,9078,1,BI,1,100,640
1752701185.602341,462191,9171,1,BI,1,100,600
1752701186.242342,462831,9294,1,BI,1,100,640
1752701186.882343,463471,9398,1,BI,1,100,640
1752701187.522345,464111,9501,1,BI,1,100,640
1752701188.242346,464831,9624,1,BI,1,100,720
1752701188.922347,465511,9747,1,BI,1,100,680
1752701189.535349,466124,9851,1,BI,1,100,600
1752701190.175350,466764,9956,1,BI,1,100,640
1752701190.775351,467364,10066,1,BI,1,100,600
1752701191.375352,467964,10169,1,BI,1,100,600
1752701191.975354,468564,10274,1,BI,1,100,600
1752701192.575355,469164,10378,1,BI,1,100,600
1752701193.174356,469763,10483,1,BI,1,100,600
1752701193.814357,470403,10590,1,BI,1,100,640
1752701194.468359,471057,10711,1,BI,1,100,640
1752701195.068360,471657,10817,1,BI,1,100,600
1752701195.748361,472337,10926,1,BI,1,100,680
1752701196.348363,472937,11031,1,BI,1,100,600
1752701196.987364,473576,11149,1,BI,1,100,640
1752701197.627365,474216,11251,1,BI,1,100,640
1752701198.187366,474776,11335,1,BI,1,100,560
1752701198.841368,475430,11455,1,BI,1,100,640
1752701199.561369,476150,11576,1,BI,1,100,720
1752701200.240371,476829,11699,1,BI,1,100,680
1752701200.960372,477549,11821,1,BI,1,100,720
1752701201.680374,478269,11941,1,BI,1,100,720
1752701202.360375,478949,12048,1,BI,1,100,680
1752701203.000376,479589,12165,1,BI,1,100,640
1752701203.613377,480202,12266,1,BI,1,100,600
1752701204.293379,480882,12370,1,BI,1,100,680
1752701204.973380,481562,12491,1,BI,1,100,680
1752701205.653382,482242,12621,1,BI,1,100,680
1752701206.293383,482882,12724,1,BI,1,100,640
1752701206.973384,483562,12848,1,BI,1,100,680
1752701207.653386,484242,12949,1,BI,1,100,680
1752701208.386387,484975,13085,1,BI,1,100,720
1752701209.066389,485655,13192,1,BI,1,100,680
1752701209.746390,486335,13309,1,BI,1,100,680
1752701210.386391,486975,13418,1,BI,1,100,640
1752701210.986393,487575,13526,1,BI,1,100,600
1752701211.626394,488215,13648,1,BI,1,100,640
1752701212.266395,488855,13751,1,BI,1,100,640
1752701212.999397,489588,13872,1,BI,1,100,720
1752701213.679398,490268,13992,1,BI,1,100,680
1752701214.359399,490948,14097,1,BI,1,100,680
1752701214.999401,491588,14202,1,BI,1,100,640
