LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,BI
1755214398.456035,638688,36044,1,BI,1,100,1200
1755214399.536042,639768,36224,1,BI,1,100,1080
1755214400.376048,640608,36357,1,BI,1,100,840
1755214401.336054,641568,36507,1,BI,1,100,960
1755214402.336061,642568,36675,1,BI,1,100,1000
1755214403.349068,643581,36846,1,BI,1,100,1000
1755214404.429076,644661,37010,1,BI,1,100,1080
1755214405.589083,645821,37207,1,BI,1,100,1160
1755214406.668091,646900,37375,1,BI,1,100,1080
1755214407.708098,647940,37557,1,BI,1,100,1040
1755214408.642104,648874,37711,1,BI,1,100,920
1755214409.681111,649913,37876,1,BI,1,100,1040
1755214410.481117,650713,38008,1,BI,1,100,800
1755214411.441123,651673,38158,1,BI,1,100,960
1755214412.441130,652673,38326,1,BI,1,100,1000
1755214413.455137,653687,38480,1,BI,1,100,1000
1755214414.454144,654686,38645,1,BI,1,100,1000
1755214415.534151,655766,38827,1,BI,1,100,1080
1755214416.534158,656766,38992,1,BI,1,100,1000
1755214417.374164,657606,39128,1,BI,1,100,840
1755214418.347170,658579,39297,1,BI,1,100,960
1755214419.267177,659499,39430,1,BI,1,100,920
1755214420.187183,660419,39579,1,BI,1,100,920
1755214421.187190,661419,39743,1,BI,1,100,1000
1755214422.147196,662379,39895,1,BI,1,100,960
1755214423.227204,663459,40075,1,BI,1,100,1080
1755214424.160210,664392,40232,1,BI,1,100,920
1755214425.160217,665392,40396,1,BI,1,100,1000
1755214426.200224,666432,40562,1,BI,1,100,1040
1755214427.040230,667272,40697,1,BI,1,100,840
1755214428.040236,668272,40863,1,BI,1,100,1000
1755214429.013243,669245,41017,1,BI,1,100,960
1755214430.093250,670325,41198,1,BI,1,100,1080
1755214430.973256,671205,41330,1,BI,1,100,880
1755214431.933263,672165,41498,1,BI,1,100,960
1755214432.933270,673165,41665,1,BI,1,100,1000
1755214433.826276,674058,41802,1,BI,1,100,880
1755214434.746282,674978,41951,1,BI,1,100,920
1755214435.706289,675938,42115,1,BI,1,100,960
1755214436.666295,676898,42267,1,BI,1,100,960
1755214437.626302,677858,42433,1,BI,1,100,960
1755214438.679309,678911,42597,1,BI,1,100,1040
1755214439.639316,679871,42753,1,BI,1,100,960
1755214440.559322,680791,42902,1,BI,1,100,920
1755214441.518328,681750,43049,1,BI,1,100,960
1755214442.598336,682830,43234,1,BI,1,100,1080
1755214443.571342,683803,43398,1,BI,1,100,960
1755214444.451348,684683,43537,1,BI,1,100,880
1755214445.451355,685683,43701,1,BI,1,100,1000
1755214446.491362,686723,43867,1,BI,1,100,1040
1755214447.411369,687643,44018,1,BI,1,100,920
1755214448.371375,688603,44182,1,BI,1,100,960
1755214449.464383,689696,44353,1,BI,1,100,1080
1755214450.584390,690816,44536,1,BI,1,100,1120
1755214451.544397,691776,44685,1,BI,1,100,960
1755214452.504403,692736,44851,1,BI,1,100,960
1755214453.464410,693696,45001,1,BI,1,100,960
1755214454.477417,694709,45172,1,BI,1,100,1000
1755214455.557424,695789,45352,1,BI,1,100,1080
1755214456.637431,696869,45520,1,BI,1,100,1080
1755214457.677439,697909,45687,1,BI,1,100,1040
1755214458.770446,699002,45868,1,BI,1,100,1080
1755214459.730453,699962,46021,1,BI,1,100,960
1755214460.770460,701002,46203,1,BI,1,100,1040
1755214461.650466,701882,46339,1,BI,1,100,880
1755214462.450471,702682,46471,1,BI,1,100,800
1755214463.409478,703641,46635,1,BI,1,100,960
1755214464.183483,704415,46752,1,BI,1,100,760
1755214465.223490,705455,46923,1,BI,1,100,1040
1755214466.223497,706455,47087,1,BI,1,100,1000
1755214467.182503,707414,47239,1,BI,1,100,960
1755214468.182510,708414,47405,1,BI,1,100,1000
1755214469.156517,709388,47569,1,BI,1,100,960
1755214469.995523,710227,47709,1,BI,1,100,840
1755214471.075530,711307,47873,1,BI,1,100,1080
1755214472.195538,712427,48057,1,BI,1,100,1120
1755214473.155544,713387,48221,1,BI,1,100,960
1755214474.048550,714280,48371,1,BI,1,100,880
1755214475.008557,715240,48525,1,BI,1,100,960
1755214475.928563,716160,48675,1,BI,1,100,920
1755214477.008570,717240,48843,1,BI,1,100,1080
1755214478.088578,718320,49023,1,BI,1,100,1080
1755214479.101585,719333,49189,1,BI,1,100,1000
1755214480.061591,720293,49344,1,BI,1,100,960
1755214481.061598,721293,49509,1,BI,1,100,1000
1755214482.061605,722293,49676,1,BI,1,100,1000
1755214483.061612,723293,49842,1,BI,1,100,1000
1755214483.994618,724226,49991,1,BI,1,100,920
1755214485.034625,725266,50160,1,BI,1,100,1040
1755214485.994632,726226,50310,1,BI,1,100,960
1755214486.794637,727026,50444,1,BI,1,100,800
1755214487.674643,727906,50593,1,BI,1,100,880
1755214488.567649,728799,50725,1,BI,1,100,880
1755214489.607656,729839,50909,1,BI,1,100,1040
1755214490.487662,730719,51046,1,BI,1,100,880
1755214491.447669,731679,51195,1,BI,1,100,960
1755214492.327675,732559,51347,1,BI,1,100,880
1755214493.207681,733439,51495,1,BI,1,100,880
1755214494.020686,734252,51628,1,BI,1,100,800
1755214494.900692,735132,51776,1,BI,1,100,880
1755214495.820699,736052,51915,1,BI,1,100,920
1755214496.899706,737131,52097,1,BI,1,100,1080
1755214498.673718,738905,52378,1,BI,1,100,1760
1755214499.513724,739745,52526,1,BI,1,100,840
1755214500.393730,740625,52664,1,BI,1,100,880
1755214501.192735,741424,52796,1,BI,1,100,800
1755214502.072741,742304,52931,1,BI,1,100,880
1755214502.992747,743224,53081,1,BI,1,100,920
1755214503.926754,744158,53245,1,BI,1,100,920
1755214504.765760,744997,53377,1,BI,1,100,840
1755214505.685766,745917,53517,1,BI,1,100,920
1755214506.605772,746837,53665,1,BI,1,100,920
1755214507.525778,747757,53831,1,BI,1,100,920
