LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,EA
1752784449.708897,335022.000,52347,1,EA,1,100,0.202940
1752784449.775898,335089.000,52354,1,EA,1,100,0.205662
1752784449.842398,335155.500,52370,2,EA,1,100,0.207020
1752784449.908899,335222.000,52370,2,EA,1,100,0.207390
1752784449.975900,335289.000,52388,1,EA,1,100,0.207458
1752784450.042400,335355.500,52407,2,EA,1,100,0.207649
1752784450.108901,335422.000,52407,2,EA,1,100,0.207897
1752784450.175901,335489.000,52424,1,EA,1,100,0.208109
1752784450.242402,335555.500,52440,2,EA,1,100,0.208339
1752784450.308903,335622.000,52440,2,EA,1,100,0.208526
1752784450.375903,335689.000,52455,1,EA,1,100,0.208533
1752784450.442404,335755.500,52473,2,EA,1,100,0.208676
1752784450.508904,335822.000,52473,2,EA,1,100,0.209096
1752784450.575905,335889.000,52489,1,EA,1,100,0.209373
1752784450.642405,335955.500,52507,2,EA,1,100,0.209815
1752784450.708906,336022.000,52507,2,EA,1,100,0.209954
1752784450.775407,336088.500,52523,2,EA,1,100,0.210322
1752784450.841907,336155.000,52523,2,EA,1,100,0.211100
1752784450.908908,336222.000,52540,1,EA,1,100,0.211401
1752784450.975408,336288.500,52558,2,EA,1,100,0.211228
1752784451.041909,336355.000,52558,2,EA,1,100,0.210793
1752784451.108910,336422.000,52575,1,EA,1,100,0.210379
1752784451.175410,336488.500,52590,2,EA,1,100,0.210627
1752784451.241911,336555.000,52590,2,EA,1,100,0.210245
1752784451.308911,336622.000,52609,1,EA,1,100,0.210927
1752784451.375412,336688.500,52627,2,EA,1,100,0.211433
1752784451.441912,336755.000,52627,2,EA,1,100,0.211401
1752784451.508913,336822.000,52645,1,EA,1,100,0.211613
1752784451.575414,336888.500,52661,2,EA,1,100,0.212226
1752784451.641914,336955.000,52661,2,EA,1,100,0.212608
1752784451.708915,337022.000,52678,1,EA,1,100,0.212803
1752784451.775415,337088.500,52697,2,EA,1,100,0.212705
1752784451.841916,337155.000,52697,2,EA,1,100,0.212563
1752784451.908917,337222.000,52716,1,EA,1,100,0.212602
1752784451.975417,337288.500,52730,2,EA,1,100,0.212731
1752784452.041918,337355.000,52730,2,EA,1,100,0.212835
1752784452.108918,337422.000,52747,1,EA,1,100,0.213011
1752784452.175419,337488.500,52764,2,EA,1,100,0.213233
1752784452.241920,337555.000,52764,2,EA,1,100,0.213468
1752784452.308920,337622.000,52786,2,EA,1,100,0.213665
1752784452.375921,337689.000,52786,2,EA,1,100,0.213855
1752784452.442421,337755.500,52807,2,EA,1,100,0.213960
1752784452.508922,337822.000,52807,2,EA,1,100,0.214270
1752784452.575922,337889.000,52824,1,EA,1,100,0.213822
1752784452.642423,337955.500,52838,2,EA,1,100,0.208246
1752784452.708924,338022.000,52838,2,EA,1,100,0.211285
1752784452.775924,338089.000,52855,1,EA,1,100,0.213090
1752784452.842425,338155.500,52872,2,EA,1,100,0.212764
1752784452.908925,338222.000,52872,2,EA,1,100,0.210614
1752784452.975926,338289.000,52889,1,EA,1,100,0.210602
1752784453.042427,338355.500,52905,2,EA,1,100,0.214376
1752784453.108927,338422.000,52905,2,EA,1,100,0.214759
1752784453.175928,338489.000,52923,1,EA,1,100,0.215650
1752784453.242428,338555.500,52939,2,EA,1,100,0.216361
1752784453.308929,338622.000,52939,2,EA,1,100,0.216697
1752784453.375929,338689.000,52956,1,EA,1,100,0.216927
1752784453.442430,338755.500,52973,2,EA,1,100,0.217069
1752784453.508931,338822.000,52973,2,EA,1,100,0.217015
1752784453.575931,338889.000,52990,1,EA,1,100,0.217110
1752784453.642432,338955.500,53008,2,EA,1,100,0.217232
1752784453.708932,339022.000,53008,2,EA,1,100,0.217381
1752784453.775933,339089.000,53025,1,EA,1,100,0.217496
1752784453.842434,339155.500,53040,2,EA,1,100,0.217591
1752784453.908934,339222.000,53040,2,EA,1,100,0.217666
1752784453.975935,339289.000,53057,1,EA,1,100,0.218198
1752784454.042435,339355.500,53075,2,EA,1,100,0.218603
1752784454.108936,339422.000,53075,2,EA,1,100,0.218198
1752784454.175936,339489.000,53093,1,EA,1,100,0.218651
1752784454.242437,339555.500,53112,2,EA,1,100,0.218974
1752784454.308938,339622.000,53112,2,EA,1,100,0.218967
1752784454.375438,339688.500,53128,2,EA,1,100,0.218706
1752784454.441939,339755.000,53128,2,EA,1,100,0.218527
1752784454.508939,339822.000,53145,1,EA,1,100,0.215644
1752784454.575440,339888.500,53162,2,EA,1,100,0.216059
1752784454.641941,339955.000,53162,2,EA,1,100,0.217225
1752784454.708941,340022.000,53178,1,EA,1,100,0.218864
1752784454.775442,340088.500,53194,2,EA,1,100,0.219838
1752784454.841942,340155.000,53194,2,EA,1,100,0.219810
1752784454.908943,340222.000,53212,1,EA,1,100,0.220458
1752784454.975443,340288.500,53229,2,EA,1,100,0.221538
1752784455.041944,340355.000,53229,2,EA,1,100,0.221158
1752784455.108945,340422.000,53245,1,EA,1,100,0.221263
1752784455.175445,340488.500,53263,2,EA,1,100,0.221109
1752784455.241946,340555.000,53263,2,EA,1,100,0.221039
1752784455.308946,340622.000,53279,1,EA,1,100,0.221102
1752784455.375447,340688.500,53296,2,EA,1,100,0.221158
1752784455.441948,340755.000,53296,2,EA,1,100,0.221327
1752784455.508948,340822.000,53315,1,EA,1,100,0.221481
1752784455.575449,340888.500,53330,2,EA,1,100,0.221510
1752784455.641949,340955.000,53330,2,EA,1,100,0.220255
1752784455.708950,341022.000,53346,1,EA,1,100,0.220849
1752784455.775451,341088.500,53364,2,EA,1,100,0.222096
1752784455.841951,341155.000,53364,2,EA,1,100,0.222494
1752784455.908952,341222.000,53382,1,EA,1,100,0.222174
1752784455.975452,341288.500,53397,2,EA,1,100,0.222451
1752784456.041953,341355.000,53397,2,EA,1,100,0.223250
1752784456.108953,341422.000,53417,1,EA,1,100,0.218926
1752784456.175454,341488.500,53435,2,EA,1,100,0.203427
1752784456.241955,341555.000,53435,2,EA,1,100,0.210372
1752784456.308955,341622.000,53451,1,EA,1,100,0.219519
1752784456.375456,341688.500,53466,2,EA,1,100,0.222800
1752784456.441956,341755.000,53466,2,EA,1,100,0.223695
1752784456.508957,341822.000,53483,1,EA,1,100,0.224040
1752784456.575458,341888.500,53502,2,EA,1,100,0.224220
1752784456.641958,341955.000,53502,2,EA,1,100,0.224387
1752784456.708959,342022.000,53520,1,EA,1,100,0.224488
1752784456.775459,342088.500,53539,2,EA,1,100,0.224568
1752784456.841960,342155.000,53539,2,EA,1,100,0.224684
1752784456.908460,342221.500,53554,2,EA,1,100,0.224821
1752784456.974961,342288.000,53554,2,EA,1,100,0.224930
1752784457.041962,342355.000,53571,1,EA,1,100,0.225127
1752784457.108462,342421.500,53588,2,EA,1,100,0.225309
1752784457.174963,342488.000,53588,2,EA,1,100,0.225404
1752784457.241963,342555.000,53605,1,EA,1,100,0.225520
1752784457.308464,342621.500,53619,2,EA,1,100,0.225703
1752784457.374965,342688.000,53619,2,EA,1,100,0.225930
1752784457.441965,342755.000,53644,2,EA,1,100,0.227376
1752784457.508966,342822.000,53644,2,EA,1,100,0.226121
1752784457.574966,342888.000,53660,1,EA,1,100,0.225207
1752784457.641967,342955.000,53677,2,EA,1,100,0.226732
1752784457.708967,343022.000,53677,2,EA,1,100,0.227176
1752784457.774968,343088.000,53693,1,EA,1,100,0.227243
1752784457.841969,343155.000,53711,2,EA,1,100,0.227280
1752784457.908969,343222.000,53711,2,EA,1,100,0.227376
1752784457.974970,343288.000,53727,1,EA,1,100,0.227570
1752784458.041470,343354.500,53746,2,EA,1,100,0.227637
1752784458.107971,343421.000,53746,2,EA,1,100,0.227830
1752784458.174972,343488.000,53763,1,EA,1,100,0.227987
1752784458.241972,343555.000,53779,2,EA,1,100,0.228099
1752784458.308973,343622.000,53779,2,EA,1,100,0.228301
1752784458.375473,343688.500,53794,2,EA,1,100,0.228451
1752784458.441974,343755.000,53794,2,EA,1,100,0.228638
1752784458.507975,343821.000,53812,1,EA,1,100,0.228308
1752784458.574975,343888.000,53828,2,EA,1,100,0.224076
1752784458.641976,343955.000,53828,2,EA,1,100,0.226231
1752784458.708976,344022.000,53847,1,EA,1,100,0.228376
1752784458.775477,344088.500,53862,2,EA,1,100,0.229022
1752784458.841977,344155.000,53862,2,EA,1,100,0.229309
1752784458.907978,344221.000,53879,1,EA,1,100,0.229588
1752784458.974979,344288.000,53895,2,EA,1,100,0.229785
1752784459.041979,344355.000,53895,2,EA,1,100,0.230028
1752784459.107980,344421.000,53912,1,EA,1,100,0.230234
1752784459.174980,344488.000,53927,2,EA,1,100,0.230409
1752784459.241981,344555.000,53927,2,EA,1,100,0.230615
1752784459.307982,344621.000,53944,1,EA,1,100,0.232316
1752784459.374982,344688.000,53964,2,EA,1,100,0.232052
1752784459.441983,344755.000,53964,2,EA,1,100,0.230615
1752784459.507983,344821.000,53982,1,EA,1,100,0.230883
1752784459.574984,344888.000,53996,2,EA,1,100,0.231235
1752784459.641984,344955.000,53996,2,EA,1,100,0.231497
1752784459.707985,345021.000,54013,1,EA,1,100,0.231759
1752784459.774986,345088.000,54032,2,EA,1,100,0.231990
1752784459.841986,345155.000,54032,2,EA,1,100,0.230944
1752784459.907987,345221.000,54051,1,EA,1,100,0.226511
1752784459.974987,345288.000,54065,2,EA,1,100,0.229846
1752784460.041988,345355.000,54065,2,EA,1,100,0.229930
1752784460.107989,345421.000,54082,1,EA,1,100,0.228871
1752784460.174989,345488.000,54099,2,EA,1,100,0.231358
1752784460.241990,345555.000,54099,2,EA,1,100,0.232930
1752784460.307990,345621.000,54116,1,EA,1,100,0.232006
1752784460.374991,345688.000,54131,2,EA,1,100,0.232673
1752784460.441991,345755.000,54131,2,EA,1,100,0.233908
1752784460.507992,345821.000,54150,1,EA,1,100,0.233570
1752784460.574993,345888.000,54168,2,EA,1,100,0.233140
1752784460.641993,345955.000,54168,2,EA,1,100,0.232595
1752784460.708494,346021.500,54185,2,EA,1,100,0.231612
1752784460.774994,346088.000,54185,2,EA,1,100,0.231682
1752784460.840995,346154.000,54202,1,EA,1,100,0.232564
1752784460.907996,346221.000,54217,2,EA,1,100,0.233790
1752784460.974996,346288.000,54217,2,EA,1,100,0.235291
1752784461.041997,346355.000,54233,1,EA,1,100,0.235347
1752784461.108497,346421.500,54253,2,EA,1,100,0.234641
