LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,GZ
1752784464.362026,349675.000,54792,3,GZ,1,100,4.486
1752784464.402026,349715.000,54807,2,GZ,1,100,1.190
1752784464.442027,349755.000,54807,2,GZ,1,100,0.488
1752784464.482027,349795.000,54824,3,GZ,1,100,2.167
1752784464.522027,349835.000,54824,3,GZ,1,100,1.312
1752784464.562028,349875.000,54824,3,GZ,1,100,-1.373
1752784464.602028,349915.000,54841,3,GZ,1,100,-2.960
1752784464.642028,349955.000,54841,3,GZ,1,100,-3.204
1752784464.682029,349995.000,54841,3,GZ,1,100,-1.831
1752784464.722029,350035.000,54859,2,GZ,1,100,-0.183
1752784464.762029,350075.000,54859,2,GZ,1,100,0.702
1752784464.802030,350115.000,54875,3,GZ,1,100,0.610
1752784464.842030,350155.000,54875,3,GZ,1,100,1.556
1752784464.882030,350195.000,54875,3,GZ,1,100,2.655
1752784464.922031,350235.000,54893,2,GZ,1,100,2.106
1752784464.962031,350275.000,54893,2,GZ,1,100,1.587
1752784464.997365,350310.333,54910,3,GZ,1,100,2.319
1752784465.032698,350345.667,54910,3,GZ,1,100,3.540
1752784465.068032,350381.000,54910,3,GZ,1,100,3.967
1752784465.108032,350421.000,54927,3,GZ,1,100,5.219
1752784465.148033,350461.000,54927,3,GZ,1,100,6.348
1752784465.188033,350501.000,54927,3,GZ,1,100,4.486
1752784465.228033,350541.000,54942,2,GZ,1,100,0.977
1752784465.268034,350581.000,54942,2,GZ,1,100,-1.953
1752784465.308034,350621.000,54958,3,GZ,1,100,-1.892
1752784465.348035,350661.000,54958,3,GZ,1,100,-0.336
1752784465.388035,350701.000,54958,3,GZ,1,100,-1.526
1752784465.428035,350741.000,54977,2,GZ,1,100,-1.740
1752784465.468036,350781.000,54977,2,GZ,1,100,-1.251
1752784465.508036,350821.000,54994,3,GZ,1,100,-0.702
1752784465.548036,350861.000,54994,3,GZ,1,100,0.336
1752784465.588037,350901.000,54994,3,GZ,1,100,0.641
1752784465.628037,350941.000,55010,2,GZ,1,100,0.000
1752784465.668037,350981.000,55010,2,GZ,1,100,-0.793
1752784465.708038,351021.000,55025,3,GZ,1,100,-0.946
1752784465.748038,351061.000,55025,3,GZ,1,100,-0.702
1752784465.788038,351101.000,55025,3,GZ,1,100,-0.153
1752784465.828039,351141.000,55045,2,GZ,1,100,-0.092
1752784465.868039,351181.000,55045,2,GZ,1,100,-0.183
1752784465.908039,351221.000,55061,3,GZ,1,100,0.427
1752784465.948040,351261.000,55061,3,GZ,1,100,0.610
1752784465.988040,351301.000,55061,3,GZ,1,100,0.061
1752784466.028041,351341.000,55079,2,GZ,1,100,0.610
1752784466.068041,351381.000,55079,2,GZ,1,100,0.763
1752784466.108041,351421.000,55095,3,GZ,1,100,1.404
1752784466.148042,351461.000,55095,3,GZ,1,100,0.580
1752784466.188042,351501.000,55095,3,GZ,1,100,0.458
1752784466.228042,351541.000,55112,3,GZ,1,100,0.366
1752784466.268043,351581.000,55112,3,GZ,1,100,1.282
1752784466.308043,351621.000,55112,3,GZ,1,100,1.343
1752784466.348043,351661.000,55128,2,GZ,1,100,0.641
1752784466.388044,351701.000,55128,2,GZ,1,100,1.282
1752784466.428044,351741.000,55146,3,GZ,1,100,1.404
1752784466.468044,351781.000,55146,3,GZ,1,100,1.343
1752784466.508045,351821.000,55146,3,GZ,1,100,1.343
1752784466.548045,351861.000,55162,2,GZ,1,100,2.014
1752784466.588045,351901.000,55162,2,GZ,1,100,1.709
1752784466.628046,351941.000,55181,3,GZ,1,100,1.556
1752784466.668046,351981.000,55181,3,GZ,1,100,2.045
1752784466.708046,352021.000,55181,3,GZ,1,100,1.770
1752784466.748547,352061.500,55197,2,GZ,1,100,1.221
1752784466.789047,352102.000,55197,2,GZ,1,100,0.671
1752784466.829048,352142.000,55217,3,GZ,1,100,0.793
1752784466.869048,352182.000,55217,3,GZ,1,100,0.031
1752784466.909048,352222.000,55217,3,GZ,1,100,0.305
1752784466.949049,352262.000,55231,2,GZ,1,100,0.305
1752784466.989049,352302.000,55231,2,GZ,1,100,-0.610
1752784467.029049,352342.000,55248,3,GZ,1,100,-0.641
1752784467.069050,352382.000,55248,3,GZ,1,100,-0.671
1752784467.109050,352422.000,55248,3,GZ,1,100,-0.183
1752784467.149050,352462.000,55265,2,GZ,1,100,3.265
1752784467.189051,352502.000,55265,2,GZ,1,100,2.258
1752784467.229051,352542.000,55284,3,GZ,1,100,0.671
1752784467.269051,352582.000,55284,3,GZ,1,100,0.183
1752784467.309052,352622.000,55284,3,GZ,1,100,-5.890
1752784467.349052,352662.000,55298,2,GZ,1,100,-4.730
1752784467.389052,352702.000,55298,2,GZ,1,100,0.793
1752784467.429053,352742.000,55318,3,GZ,1,100,-0.977
1752784467.469053,352782.000,55318,3,GZ,1,100,-1.099
1752784467.509054,352822.000,55318,3,GZ,1,100,-0.305
1752784467.549054,352862.000,55334,3,GZ,1,100,0.549
1752784467.589054,352902.000,55334,3,GZ,1,100,2.594
1752784467.629055,352942.000,55334,3,GZ,1,100,2.319
1752784467.669055,352982.000,55356,3,GZ,1,100,0.458
1752784467.709055,353022.000,55356,3,GZ,1,100,0.519
1752784467.749056,353062.000,55356,3,GZ,1,100,1.190
1752784467.789056,353102.000,55373,3,GZ,1,100,1.099
1752784467.829056,353142.000,55373,3,GZ,1,100,1.862
1752784467.869057,353182.000,55373,3,GZ,1,100,2.106
