TE0,TE1,TL0,TL1,TimeSyncsReceived,EmotiBitStartTime, EmotiBitEndTime, DataParserVersion
347865.000000,1197987.000000,1752784462.552010,1752785312.681472,181,334956,1.26024e+06,1.11.4
